ensembl_gene_symbol	ensembl_gene_id	ensembl_transcript_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene	data_source
PABPC4L	ENSG00000254535.4	ENST00000421491.4	PABPC4L	HGNC:31955	PABPC4L	132430	FALSE	FALSE	ncg
PACS2	ENSG00000179364.15	ENST00000447393.6	PACS2	HGNC:23794	PACS2	23241	FALSE	FALSE	ncg
PACSIN1	ENSG00000124507.11	ENST00000244458.7	PACSIN1	HGNC:8570	PACSIN1	29993	FALSE	FALSE	ncg
PAG1	ENSG00000076641.4	ENST00000220597.4	PAG1	HGNC:30043	PAG1	55824	FALSE	FALSE	ncg
PAIP1	ENSG00000172239.14	ENST00000306846.8	PAIP1	HGNC:16945	PAIP1	10605	FALSE	FALSE	ncg
PAK3	ENSG00000077264.16	ENST00000372007.10	PAK3	HGNC:8592	PAK3	5063	FALSE	FALSE	ncg
PAK5	ENSG00000101349.17	ENST00000353224.10	PAK5	HGNC:15916	PAK5	57144	FALSE	FALSE	ncg
PALB2	ENSG00000083093.10	ENST00000261584.9	PALB2	HGNC:26144	PALB2	79728	FALSE	TRUE	ncg
PAN3	ENSG00000152520.14	ENST00000380958.8	PAN3	HGNC:29991	PAN3	255967	FALSE	FALSE	ncg
PAPLN	ENSG00000100767.17	ENST00000644200.2	PAPLN	HGNC:19262	PAPLN	89932	FALSE	FALSE	ncg
PAPOLB	ENSG00000218823.2	ENST00000404991.2	PAPOLB	HGNC:15970	PAPOLB	56903	FALSE	FALSE	ncg
PARD3	ENSG00000148498.16	ENST00000374788.8	PARD3	HGNC:16051	PARD3	56288	FALSE	FALSE	ncg
PARD6B	ENSG00000124171.9	ENST00000371610.7	PARD6B	HGNC:16245	PARD6B	84612	FALSE	FALSE	ncg
PARP2	ENSG00000129484.14	ENST00000429687.8	PARP2	HGNC:272	PARP2	10038	FALSE	FALSE	ncg
PARP4	ENSG00000102699.6	ENST00000381989.4	PARP4	HGNC:271	PARP4	143	FALSE	FALSE	ncg
PARVG	ENSG00000138964.17	ENST00000444313.8	PARVG	HGNC:14654	PARVG	64098	FALSE	FALSE	ncg
PASD1	ENSG00000166049.11	ENST00000370357.5	PASD1	HGNC:20686	PASD1	139135	FALSE	FALSE	ncg
PASK	ENSG00000115687.14	ENST00000234040.9	PASK	HGNC:17270	PASK	23178	FALSE	FALSE	ncg
PATJ	ENSG00000132849.22	ENST00000642238.2	PATJ	HGNC:28881	PATJ	10207	FALSE	FALSE	ncg
PATZ1	ENSG00000100105.18	ENST00000266269.10	PATZ1	HGNC:13071	PATZ1	23598	FALSE	TRUE	ncg
PAX2	ENSG00000075891.23	ENST00000355243.8	PAX2	HGNC:8616	PAX2	5076	FALSE	FALSE	ncg
PAX3	ENSG00000135903.20	ENST00000392070.7	PAX3	HGNC:8617	PAX3	5077	TRUE	FALSE	ncg
PAX5	ENSG00000196092.14	ENST00000358127.9	PAX5	HGNC:8619	PAX5	5079	TRUE	TRUE	ncg
PAX6	ENSG00000007372.25	ENST00000640368.2	PAX6	HGNC:8620	PAX6	5080	FALSE	FALSE	ncg
PBRM1	ENSG00000163939.18	ENST00000296302.11	PBRM1	HGNC:30064	PBRM1	55193	FALSE	TRUE	ncg
PBX1	ENSG00000185630.19	ENST00000420696.7	PBX1	HGNC:8632	PBX1	5087	TRUE	FALSE	ncg
PCBP1	ENSG00000169564.7	ENST00000303577.7	PCBP1	HGNC:8647	PCBP1	5093	FALSE	FALSE	ncg
PCBP2	ENSG00000197111.16	ENST00000546463.6	PCBP2	HGNC:8648	PCBP2	5094	FALSE	FALSE	ncg
PCBP3	ENSG00000183570.17	ENST00000681687.1	PCBP3	HGNC:8651	PCBP3	54039	FALSE	FALSE	ncg
PCDH10	ENSG00000138650.9	ENST00000264360.7	PCDH10	HGNC:13404	PCDH10	57575	FALSE	FALSE	ncg
PCDH11X	ENSG00000102290.23	ENST00000682573.1	PCDH11X	HGNC:8656	PCDH11X	27328	FALSE	FALSE	ncg
PCDH15	ENSG00000150275.20	ENST00000644397.2	PCDH15	HGNC:14674	PCDH15	65217	FALSE	FALSE	ncg
PCDH17	ENSG00000118946.12	ENST00000377918.8	PCDH17	HGNC:14267	PCDH17	27253	FALSE	FALSE	ncg
PCDH18	ENSG00000189184.12	ENST00000344876.9	PCDH18	HGNC:14268	PCDH18	54510	FALSE	FALSE	ncg
PCDH9	ENSG00000184226.15	ENST00000377865.7	PCDH9	HGNC:8661	PCDH9	5101	FALSE	FALSE	ncg
PCDHA10	ENSG00000250120.8	ENST00000307360.6	PCDHA10	HGNC:8664	PCDHA10	56139	FALSE	FALSE	ncg
PCDHA11	ENSG00000249158.7	ENST00000398640.7	PCDHA11	HGNC:8665	PCDHA11	56138	FALSE	FALSE	ncg
PCDHA13	ENSG00000239389.8	ENST00000289272.3	PCDHA13	HGNC:8667	PCDHA13	56136	FALSE	FALSE	ncg
PCDHAC2	ENSG00000243232.6	ENST00000289269.7	PCDHAC2	HGNC:8677	PCDHAC2	56134	FALSE	FALSE	ncg
PCDHB1	ENSG00000171815.6	ENST00000306549.6	PCDHB1	HGNC:8680	PCDHB1	29930	FALSE	FALSE	ncg
PCDHB6	ENSG00000113211.6	ENST00000231136.4	PCDHB6	HGNC:8691	PCDHB6	56130	FALSE	FALSE	ncg
PCDHB8	ENSG00000120322.4	ENST00000239444.4	PCDHB8	HGNC:8693	PCDHB8	56128	FALSE	FALSE	ncg
PCDHGA8	ENSG00000253767.3	ENST00000398604.3	PCDHGA8	HGNC:8706	PCDHGA8	9708	FALSE	FALSE	ncg
PCDHGB1	ENSG00000254221.3	ENST00000523390.2	PCDHGB1	HGNC:8708	PCDHGB1	56104	FALSE	FALSE	ncg
PCDHGC5	ENSG00000240764.4	ENST00000252087.3	PCDHGC5	HGNC:8718	PCDHGC5	56097	FALSE	FALSE	ncg
PCED1B	ENSG00000179715.13	ENST00000546455.6	PCED1B	HGNC:28255	PCED1B	91523	FALSE	FALSE	ncg
PCF11	ENSG00000165494.12	ENST00000298281.8	PCF11	HGNC:30097	PCF11	51585	FALSE	FALSE	ncg
PCM1	ENSG00000078674.19	ENST00000325083.13	PCM1	HGNC:8727	PCM1	5108	FALSE	FALSE	ncg
PCMTD1	ENSG00000168300.14	ENST00000522514.6	PCMTD1	HGNC:30483	PCMTD1	115294	FALSE	FALSE	ncg
PCNX4	ENSG00000126773.13	ENST00000406854.6	PCNX4	HGNC:20349	PCNX4	64430	FALSE	FALSE	ncg
PCSK5	ENSG00000099139.14	ENST00000674117.1	PCSK5	HGNC:8747	PCSK5	5125	FALSE	FALSE	ncg
PCSK6	ENSG00000140479.18	ENST00000611716.5	PCSK6	HGNC:8569	PCSK6	5046	FALSE	FALSE	ncg
PDAP1	ENSG00000106244.13	ENST00000350498.8	PDAP1	HGNC:14634	PDAP1	11333	FALSE	FALSE	ncg
PDCD11	ENSG00000148843.15	ENST00000369797.8	PDCD11	HGNC:13408	PDCD11	22984	FALSE	FALSE	ncg
PDCD1LG2	ENSG00000197646.8	ENST00000397747.5	PDCD1LG2	HGNC:18731	PDCD1LG2	80380	TRUE	FALSE	ncg
PDCD2	ENSG00000071994.11	ENST00000541970.6	PDCD2	HGNC:8762	PDCD2	5134	FALSE	FALSE	ncg
PDCD2L	ENSG00000126249.8	ENST00000246535.4	PDCD2L	HGNC:28194	PDCD2L	84306	FALSE	FALSE	ncg
PDCD6	ENSG00000249915.9	ENST00000264933.9	PDCD6	HGNC:8765	PDCD6	10016	FALSE	FALSE	ncg
PDE4DIP	ENSG00000178104.19	ENST00000369354.7	PDE4DIP	HGNC:15580	PDE4DIP	9659	FALSE	FALSE	ncg
PDE6G	ENSG00000185527.12	ENST00000331056.10	PDE6G	HGNC:8789	PDE6G	5148	FALSE	FALSE	ncg
PDE7B	ENSG00000171408.14	ENST00000308191.11	PDE7B	HGNC:8792	PDE7B	27115	FALSE	FALSE	ncg
PDGFB	ENSG00000100311.17	ENST00000331163.11	PDGFB	HGNC:8800	PDGFB	5155	TRUE	FALSE	ncg
PDGFC	ENSG00000145431.11	ENST00000502773.6	PDGFC	HGNC:8801	PDGFC	56034	FALSE	FALSE	ncg
PDGFRA	ENSG00000134853.12	ENST00000257290.10	PDGFRA	HGNC:8803	PDGFRA	5156	TRUE	FALSE	ncg
PDGFRB	ENSG00000113721.14	ENST00000261799.9	PDGFRB	HGNC:8804	PDGFRB	5159	TRUE	FALSE	ncg
PDHB	ENSG00000168291.13	ENST00000302746.11	PDHB	HGNC:8808	PDHB	5162	FALSE	FALSE	ncg
PDIA4	ENSG00000155660.11	ENST00000652332.1	PDIA4	HGNC:30167	PDIA4	9601	FALSE	FALSE	ncg
PDK2	ENSG00000005882.12	ENST00000503176.6	PDK2	HGNC:8810	PDK2	5164	FALSE	FALSE	ncg
PDLIM5	ENSG00000163110.15	ENST00000317968.9	PDLIM5	HGNC:17468	PDLIM5	10611	FALSE	FALSE	ncg
PDP2	ENSG00000172840.7	ENST00000311765.4	PDP2	HGNC:30263	PDP2	57546	FALSE	FALSE	ncg
PDS5A	ENSG00000121892.15	ENST00000303538.13	PDS5A	HGNC:29088	PDS5A	23244	FALSE	FALSE	ncg
PDS5B	ENSG00000083642.19	ENST00000315596.15	PDS5B	HGNC:20418	PDS5B	23047	FALSE	FALSE	ncg
PDSS2	ENSG00000164494.12	ENST00000369037.9	PDSS2	HGNC:23041	PDSS2	57107	FALSE	FALSE	ncg
PDXDC1	ENSG00000179889.20	ENST00000396410.9	PDXDC1	HGNC:28995	PDXDC1	23042	FALSE	FALSE	ncg
PDYN	ENSG00000101327.9	ENST00000217305.3	PDYN	HGNC:8820	PDYN	5173	FALSE	FALSE	ncg
PDZD2	ENSG00000133401.16	ENST00000438447.2	PDZD2	HGNC:18486	PDZD2	23037	FALSE	FALSE	ncg
PDZRN3	ENSG00000121440.15	ENST00000263666.9	PDZRN3	HGNC:17704	PDZRN3	23024	FALSE	FALSE	ncg
PDZRN4	ENSG00000165966.16	ENST00000402685.7	PDZRN4	HGNC:30552	PDZRN4	29951	FALSE	FALSE	ncg
PEAR1	ENSG00000187800.14	ENST00000292357.8	PEAR1	HGNC:33631	PEAR1	375033	FALSE	FALSE	ncg
PEG3	ENSG00000198300.14	ENST00000326441.15	PEG3	HGNC:8826	PEG3	5178	FALSE	FALSE	ncg
PELI3	ENSG00000174516.15	ENST00000320740.12	PELI3	HGNC:30010	PELI3	246330	FALSE	FALSE	ncg
PER1	ENSG00000179094.16	ENST00000317276.9	PER1	HGNC:8845	PER1	5187	FALSE	TRUE	ncg
PER3	ENSG00000049246.15	ENST00000377532.8	PER3	HGNC:8847	PER3	8863	FALSE	FALSE	ncg
PERM1	ENSG00000187642.9	ENST00000433179.3	PERM1	HGNC:28208	PERM1	84808	FALSE	FALSE	ncg
PES1	ENSG00000100029.18	ENST00000354694.12	PES1	HGNC:8848	PES1	23481	FALSE	FALSE	ncg
PEX16	ENSG00000121680.16	ENST00000378750.10	PEX16	HGNC:8857	PEX16	9409	FALSE	FALSE	ncg
PEX2	ENSG00000164751.15	ENST00000357039.9	PEX2	HGNC:9717	PEX2	5828	FALSE	FALSE	ncg
PFAS	ENSG00000178921.14	ENST00000314666.11	PFAS	HGNC:8863	PFAS	5198	FALSE	FALSE	ncg
PFKP	ENSG00000067057.18	ENST00000381125.9	PFKP	HGNC:8878	PFKP	5214	FALSE	FALSE	ncg
PGAP2	ENSG00000148985.20	ENST00000278243.9	PGAP2	HGNC:17893	PGAP2	27315	FALSE	FALSE	ncg
PGR	ENSG00000082175.16	ENST00000325455.10	PGR	HGNC:8910	PGR	5241	FALSE	FALSE	ncg
PHAX	ENSG00000164902.14	ENST00000297540.5	PHAX	HGNC:10241	PHAX	51808	FALSE	FALSE	ncg
PHC2	ENSG00000134686.20	ENST00000683057.1	PHC2	HGNC:3183	PHC2	1912	FALSE	FALSE	ncg
PHF21A	ENSG00000135365.17	ENST00000676320.1	PHF21A	HGNC:24156	PHF21A	51317	FALSE	FALSE	ncg
PHF3	ENSG00000118482.12	ENST00000262043.8	PHF3	HGNC:8921	PHF3	23469	FALSE	FALSE	ncg
PHF5A	ENSG00000100410.8	ENST00000216252.4	PHF5A	HGNC:18000	PHF5A	84844	FALSE	FALSE	ncg
PHF6	ENSG00000156531.18	ENST00000370803.8	PHF6	HGNC:18145	PHF6	84295	FALSE	TRUE	ncg
PHGDH	ENSG00000092621.13	ENST00000641023.2	PHGDH	HGNC:8923	PHGDH	26227	FALSE	FALSE	ncg
PHIP	ENSG00000146247.14	ENST00000275034.5	PHIP	HGNC:15673	PHIP	55023	FALSE	FALSE	ncg
PHKA2	ENSG00000044446.12	ENST00000379942.5	PHKA2	HGNC:8926	PHKA2	5256	FALSE	FALSE	ncg
PHLDA1	ENSG00000139289.14	ENST00000266671.10	PHLDA1	HGNC:8933	PHLDA1	22822	FALSE	FALSE	ncg
PHLPP1	ENSG00000081913.14	ENST00000262719.10	PHLPP1	HGNC:20610	PHLPP1	23239	FALSE	FALSE	ncg
PHOX2B	ENSG00000109132.7	ENST00000226382.4	PHOX2B	HGNC:9143	PHOX2B	8929	FALSE	TRUE	ncg
PHYHD1	ENSG00000175287.19	ENST00000372592.8	PHYHD1	HGNC:23396	PHYHD1	254295	FALSE	FALSE	ncg
PI4KA	ENSG00000241973.11	ENST00000255882.11	PI4KA	HGNC:8983	PI4KA	5297	FALSE	FALSE	ncg
PICALM	ENSG00000073921.18	ENST00000393346.8	PICALM	HGNC:15514	PICALM	8301	FALSE	FALSE	ncg
PIEZO2	ENSG00000154864.14	ENST00000674853.1	PIEZO2	HGNC:26270	PIEZO2	63895	FALSE	FALSE	ncg
PIGC	ENSG00000135845.10	ENST00000344529.5	PIGC	HGNC:8960	PIGC	5279	FALSE	FALSE	ncg
PIGT	ENSG00000124155.19	ENST00000279036.12	PIGT	HGNC:14938	PIGT	51604	FALSE	FALSE	ncg
PIGY	ENSG00000255072.2	ENST00000527353.2	PIGY	HGNC:28213	PIGY	84992	FALSE	FALSE	ncg
PIK3AP1	ENSG00000155629.15	ENST00000339364.10	PIK3AP1	HGNC:30034	PIK3AP1	118788	FALSE	FALSE	ncg
PIK3C2A	ENSG00000011405.14	ENST00000691414.1	PIK3C2A	HGNC:8971	PIK3C2A	5286	FALSE	FALSE	ncg
PIK3C2B	ENSG00000133056.14	ENST00000684373.1	PIK3C2B	HGNC:8972	PIK3C2B	5287	FALSE	FALSE	ncg
PIK3C2G	ENSG00000139144.11	ENST00000538779.6	PIK3C2G	HGNC:8973	PIK3C2G	5288	FALSE	FALSE	ncg
PIK3C3	ENSG00000078142.14	ENST00000262039.9	PIK3C3	HGNC:8974	PIK3C3	5289	FALSE	FALSE	ncg
PIK3CA	ENSG00000121879.6	ENST00000263967.4	PIK3CA	HGNC:8975	PIK3CA	5290	TRUE	FALSE	ncg
PIK3CB	ENSG00000051382.9	ENST00000674063.1	PIK3CB	HGNC:8976	PIK3CB	5291	TRUE	FALSE	ncg
PIK3CD	ENSG00000171608.17	ENST00000377346.9	PIK3CD	HGNC:8977	PIK3CD	5293	FALSE	FALSE	ncg
PIK3CG	ENSG00000105851.11	ENST00000496166.6	PIK3CG	HGNC:8978	PIK3CG	5294	FALSE	FALSE	ncg
PIK3IP1	ENSG00000100100.13	ENST00000215912.10	PIK3IP1	HGNC:24942	PIK3IP1	113791	FALSE	FALSE	ncg
PIK3R1	ENSG00000145675.15	ENST00000521381.6	PIK3R1	HGNC:8979	PIK3R1	5295	FALSE	TRUE	ncg
PIK3R2	ENSG00000105647.19	ENST00000222254.13	PIK3R2	HGNC:8980	PIK3R2	5296	TRUE	FALSE	ncg
PIK3R3	ENSG00000117461.15	ENST00000262741.10	PIK3R3	HGNC:8981	PIK3R3	8503	FALSE	FALSE	ncg
PIK3R4	ENSG00000196455.8	ENST00000356763.8	PIK3R4	HGNC:8982	PIK3R4	30849	FALSE	FALSE	ncg
PIK3R5	ENSG00000141506.15	ENST00000447110.6	PIK3R5	HGNC:30035	PIK3R5	23533	FALSE	FALSE	ncg
PIK3R6	ENSG00000276231.5	ENST00000619866.5	PIK3R6	HGNC:27101	PIK3R6	146850	FALSE	FALSE	ncg
PIM1	ENSG00000137193.14	ENST00000373509.6	PIM1	HGNC:8986	PIM1	5292	TRUE	FALSE	ncg
PITPNM2	ENSG00000090975.14	ENST00000320201.10	PITPNM2	HGNC:21044	PITPNM2	57605	FALSE	FALSE	ncg
PIWIL2	ENSG00000197181.12	ENST00000356766.11	PIWIL2	HGNC:17644	PIWIL2	55124	FALSE	FALSE	ncg
PKD1L2	ENSG00000166473.17	ENST00000337114.8	PKD1L2	HGNC:21715	PKD1L2	114780	FALSE	FALSE	ncg
PKD2	ENSG00000118762.8	ENST00000237596.7	PKD2	HGNC:9009	PKD2	5311	FALSE	FALSE	ncg
PKHD1	ENSG00000170927.15	ENST00000371117.8	PKHD1	HGNC:9016	PKHD1	5314	FALSE	FALSE	ncg
PKHD1L1	ENSG00000205038.12	ENST00000378402.10	PKHD1L1	HGNC:20313	PKHD1L1	93035	FALSE	FALSE	ncg
PKP4	ENSG00000144283.23	ENST00000389759.8	PKP4	HGNC:9026	PKP4	8502	FALSE	FALSE	ncg
PLA1A	ENSG00000144837.9	ENST00000273371.9	PLA1A	HGNC:17661	PLA1A	51365	FALSE	FALSE	ncg
PLA2G4D	ENSG00000159337.7	ENST00000290472.4	PLA2G4D	HGNC:30038	PLA2G4D	283748	FALSE	FALSE	ncg
PLA2R1	ENSG00000153246.13	ENST00000283243.13	PLA2R1	HGNC:9042	PLA2R1	22925	FALSE	FALSE	ncg
PLAG1	ENSG00000181690.8	ENST00000316981.8	PLAG1	HGNC:9045	PLAG1	5324	TRUE	FALSE	ncg
PLB1	ENSG00000163803.13	ENST00000327757.10	PLB1	HGNC:30041	PLB1	151056	FALSE	FALSE	ncg
PLCB2	ENSG00000137841.12	ENST00000260402.8	PLCB2	HGNC:9055	PLCB2	5330	FALSE	FALSE	ncg
PLCB4	ENSG00000101333.19	ENST00000378473.9	PLCB4	HGNC:9059	PLCB4	5332	FALSE	FALSE	ncg
PLCD1	ENSG00000187091.14	ENST00000334661.5	PLCD1	HGNC:9060	PLCD1	5333	FALSE	FALSE	ncg
PLCE1	ENSG00000138193.17	ENST00000371380.8	PLCE1	HGNC:17175	PLCE1	51196	FALSE	FALSE	ncg
PLCG1	ENSG00000124181.15	ENST00000685551.1	PLCG1	HGNC:9065	PLCG1	5335	TRUE	FALSE	ncg
PLCG2	ENSG00000197943.11	ENST00000564138.6	PLCG2	HGNC:9066	PLCG2	5336	FALSE	FALSE	ncg
PLCH2	ENSG00000149527.18	ENST00000378486.8	PLCH2	HGNC:29037	PLCH2	9651	FALSE	FALSE	ncg
PLEC	ENSG00000178209.17	ENST00000345136.8	PLEC	HGNC:9069	PLEC	5339	FALSE	FALSE	ncg
PLEKHA8	ENSG00000106086.20	ENST00000449726.6	PLEKHA8	HGNC:30037	PLEKHA8	84725	FALSE	FALSE	ncg
PLEKHM3	ENSG00000178385.15	ENST00000427836.8	PLEKHM3	HGNC:34006	PLEKHM3	389072	FALSE	FALSE	ncg
PLEKHS1	ENSG00000148735.15	ENST00000361048.6	PLEKHS1	HGNC:26285	PLEKHS1	79949	FALSE	FALSE	ncg
PLK1	ENSG00000166851.15	ENST00000300093.9	PLK1	HGNC:9077	PLK1	5347	FALSE	FALSE	ncg
PLRG1	ENSG00000171566.12	ENST00000499023.7	PLRG1	HGNC:9089	PLRG1	5356	FALSE	FALSE	ncg
PLSCR2	ENSG00000163746.12	ENST00000610787.5	PLSCR2	HGNC:16494	PLSCR2	57047	FALSE	FALSE	ncg
PLSCR4	ENSG00000114698.15	ENST00000354952.7	PLSCR4	HGNC:16497	PLSCR4	57088	FALSE	FALSE	ncg
PLXDC1	ENSG00000161381.14	ENST00000315392.9	PLXDC1	HGNC:20945	PLXDC1	57125	FALSE	FALSE	ncg
PLXNA2	ENSG00000076356.7	ENST00000367033.4	PLXNA2	HGNC:9100	PLXNA2	5362	FALSE	FALSE	ncg
PLXNA3	ENSG00000130827.6	ENST00000369682.4	PLXNA3	HGNC:9101	PLXNA3	55558	FALSE	FALSE	ncg
PLXNB2	ENSG00000196576.16	ENST00000359337.9	PLXNB2	HGNC:9104	PLXNB2	23654	FALSE	FALSE	ncg
PLXND1	ENSG00000004399.13	ENST00000324093.9	PLXND1	HGNC:9107	PLXND1	23129	FALSE	FALSE	ncg
PM20D1	ENSG00000162877.13	ENST00000367136.5	PM20D1	HGNC:26518	PM20D1	148811	FALSE	FALSE	ncg
PML	ENSG00000140464.20	ENST00000268058.8	PML	HGNC:9113	PML	5371	FALSE	TRUE	ncg
PMPCA	ENSG00000165688.12	ENST00000371717.8	PMPCA	HGNC:18667	PMPCA	23203	FALSE	FALSE	ncg
PMS1	ENSG00000064933.19	ENST00000441310.7	PMS1	HGNC:9121	PMS1	5378	FALSE	FALSE	ncg
PMS2	ENSG00000122512.16	ENST00000265849.12	PMS2	HGNC:9122	PMS2	5395	FALSE	TRUE	ncg
PNKD	ENSG00000127838.15	ENST00000273077.9	PNKD	HGNC:9153	PNKD	25953	FALSE	FALSE	ncg
PNLIPRP3	ENSG00000203837.5	ENST00000369230.4	PNLIPRP3	HGNC:23492	PNLIPRP3	119548	FALSE	FALSE	ncg
PNN	ENSG00000100941.9	ENST00000216832.9	PNN	HGNC:9162	PNN	5411	FALSE	FALSE	ncg
PNPLA2	ENSG00000177666.17	ENST00000336615.9	PNPLA2	HGNC:30802	PNPLA2	57104	FALSE	FALSE	ncg
PNPLA7	ENSG00000130653.16	ENST00000406427.6	PNPLA7	HGNC:24768	PNPLA7	375775	FALSE	FALSE	ncg
PNPLA8	ENSG00000135241.17	ENST00000257694.13	PNPLA8	HGNC:28900	PNPLA8	50640	FALSE	FALSE	ncg
PNRC1	ENSG00000146278.11	ENST00000336032.4	PNRC1	HGNC:17278	PNRC1	10957	FALSE	FALSE	ncg
POC5	ENSG00000152359.15	ENST00000428202.7	POC5	HGNC:26658	POC5	134359	FALSE	FALSE	ncg
PODNL1	ENSG00000132000.14	ENST00000588872.3	PODNL1	HGNC:26275	PODNL1	79883	FALSE	FALSE	ncg
POF1B	ENSG00000124429.18	ENST00000262753.9	POF1B	HGNC:13711	POF1B	79983	FALSE	FALSE	ncg
POGLUT1	ENSG00000163389.12	ENST00000295588.9	POGLUT1	HGNC:22954	POGLUT1	56983	FALSE	FALSE	ncg
POLD1	ENSG00000062822.16	ENST00000440232.7	POLD1	HGNC:9175	POLD1	5424	FALSE	TRUE	ncg
POLDIP3	ENSG00000100227.19	ENST00000252115.10	POLDIP3	HGNC:23782	POLDIP3	84271	FALSE	FALSE	ncg
POLE	ENSG00000177084.18	ENST00000320574.10	POLE	HGNC:9177	POLE	5426	FALSE	TRUE	ncg
POLG	ENSG00000140521.17	ENST00000268124.11	POLG	HGNC:9179	POLG	5428	FALSE	TRUE	ncg
POLM	ENSG00000122678.17	ENST00000242248.10	POLM	HGNC:9185	POLM	27434	FALSE	FALSE	ncg
POLQ	ENSG00000051341.15	ENST00000264233.6	POLQ	HGNC:9186	POLQ	10721	TRUE	TRUE	ncg
POLR1G	ENSG00000117877.11	ENST00000309424.8	POLR1G	HGNC:24219	POLR1G	10849	FALSE	FALSE	ncg
POLR2D	ENSG00000144231.11	ENST00000272645.9	POLR2D	HGNC:9191	POLR2D	5433	FALSE	FALSE	ncg
POLR3E	ENSG00000058600.16	ENST00000299853.10	POLR3E	HGNC:30347	POLR3E	55718	FALSE	FALSE	ncg
POLRMT	ENSG00000099821.14	ENST00000588649.7	POLRMT	HGNC:9200	POLRMT	5442	FALSE	FALSE	ncg
PON1	ENSG00000005421.9	ENST00000222381.8	PON1	HGNC:9204	PON1	5444	FALSE	FALSE	ncg
PORCN	ENSG00000102312.24	ENST00000326194.11	PORCN	HGNC:17652	PORCN	64840	FALSE	FALSE	ncg
POT1	ENSG00000128513.16	ENST00000357628.8	POT1	HGNC:17284	POT1	25913	FALSE	TRUE	ncg
POTEC	ENSG00000183206.18	ENST00000358970.10	POTEC	HGNC:33894	POTEC	388468	FALSE	FALSE	ncg
POU2AF1	ENSG00000110777.12	ENST00000393067.8	POU2AF1	HGNC:9211	POU2AF1	5450	TRUE	FALSE	ncg
POU2F2	ENSG00000028277.22	ENST00000692977.1	POU2F2	HGNC:9213	POU2F2	5452	FALSE	FALSE	ncg
POU3F3	ENSG00000198914.5	ENST00000361360.4	POU3F3	HGNC:9216	POU3F3	5455	FALSE	FALSE	ncg
POU5F1	ENSG00000204531.21	ENST00000259915.13	POU5F1	HGNC:9221	POU5F1	5460	TRUE	FALSE	ncg
POU6F2	ENSG00000106536.21	ENST00000518318.7	POU6F2	HGNC:21694	POU6F2	11281	FALSE	FALSE	ncg
PPARD	ENSG00000112033.14	ENST00000360694.8	PPARD	HGNC:9235	PPARD	5467	FALSE	FALSE	ncg
PPARG	ENSG00000132170.24	ENST00000651735.1	PPARG	HGNC:9236	PPARG	5468	FALSE	TRUE	ncg
PPIAL4G	ENSG00000236334.3	ENST00000419275.3	PPIAL4G	HGNC:33996	PPIAL4G	644591	FALSE	FALSE	ncg
PPIG	ENSG00000138398.17	ENST00000260970.8	PPIG	HGNC:14650	PPIG	9360	FALSE	FALSE	ncg
PPIL1	ENSG00000137168.8	ENST00000373699.6	PPIL1	HGNC:9260	PPIL1	51645	FALSE	FALSE	ncg
PPIL4	ENSG00000131013.4	ENST00000253329.3	PPIL4	HGNC:15702	PPIL4	85313	FALSE	FALSE	ncg
PPM1D	ENSG00000170836.13	ENST00000305921.8	PPM1D	HGNC:9277	PPM1D	8493	TRUE	FALSE	ncg
PPM1F	ENSG00000100034.14	ENST00000263212.10	PPM1F	HGNC:19388	PPM1F	9647	FALSE	FALSE	ncg
PPM1J	ENSG00000155367.16	ENST00000309276.11	PPM1J	HGNC:20785	PPM1J	333926	FALSE	FALSE	ncg
PPM1L	ENSG00000163590.14	ENST00000498165.6	PPM1L	HGNC:16381	PPM1L	151742	FALSE	FALSE	ncg
PPP1R15A	ENSG00000087074.8	ENST00000200453.6	PPP1R15A	HGNC:14375	PPP1R15A	23645	FALSE	FALSE	ncg
PPP1R3A	ENSG00000154415.8	ENST00000284601.4	PPP1R3A	HGNC:9291	PPP1R3A	5506	FALSE	FALSE	ncg
PPP1R9A	ENSG00000158528.12	ENST00000433360.6	PPP1R9A	HGNC:14946	PPP1R9A	55607	FALSE	FALSE	ncg
PPP1R9B	ENSG00000108819.11	ENST00000612501.2	PPP1R9B	HGNC:9298	PPP1R9B	84687	FALSE	FALSE	ncg
PPP2R1A	ENSG00000105568.18	ENST00000322088.11	PPP2R1A	HGNC:9302	PPP2R1A	5518	TRUE	TRUE	ncg
PPP2R3A	ENSG00000073711.11	ENST00000264977.8	PPP2R3A	HGNC:9307	PPP2R3A	5523	FALSE	FALSE	ncg
PPP2R5A	ENSG00000066027.12	ENST00000261461.7	PPP2R5A	HGNC:9309	PPP2R5A	5525	FALSE	FALSE	ncg
PPP2R5C	ENSG00000078304.19	ENST00000334743.9	PPP2R5C	HGNC:9311	PPP2R5C	5527	FALSE	FALSE	ncg
PPP3CA	ENSG00000138814.17	ENST00000394854.8	PPP3CA	HGNC:9314	PPP3CA	5530	FALSE	FALSE	ncg
PPP4C	ENSG00000149923.14	ENST00000279387.12	PPP4C	HGNC:9319	PPP4C	5531	FALSE	FALSE	ncg
PPP6C	ENSG00000119414.12	ENST00000373547.9	PPP6C	HGNC:9323	PPP6C	5537	FALSE	TRUE	ncg
PPP6R2	ENSG00000100239.16	ENST00000612753.5	PPP6R2	HGNC:19253	PPP6R2	9701	FALSE	FALSE	ncg
