hgnc_id	symbol	ensembl_gene_id	hgnc_source	oncogene	tsgene	data_source
HGNC:23188	THAP5	ENSG00000177683	es105	FALSE	FALSE	ncg
HGNC:11785	THBS1	ENSG00000137801	es105	FALSE	FALSE	ncg
HGNC:11786	THBS2	ENSG00000186340	es105	FALSE	FALSE	ncg
HGNC:19074	THOC5	ENSG00000100296	es105	FALSE	FALSE	ncg
HGNC:28369	THOC6	ENSG00000131652	es105	FALSE	FALSE	ncg
HGNC:29874	THOC7	ENSG00000163634	es105	FALSE	FALSE	ncg
HGNC:22964	THRAP3	ENSG00000054118	es105	FALSE	FALSE	ncg
HGNC:22207	THSD7A	ENSG00000005108	es105	FALSE	FALSE	ncg
HGNC:29348	THSD7B	ENSG00000144229	es105	FALSE	FALSE	ncg
HGNC:11802	TIA1	ENSG00000116001	es105	FALSE	FALSE	ncg
HGNC:11804	TIAL1	ENSG00000151923	es105	FALSE	FALSE	ncg
HGNC:18334	TIGD3	ENSG00000173825	es105	FALSE	FALSE	ncg
HGNC:26838	TIGIT	ENSG00000181847	es105	FALSE	FALSE	ncg
HGNC:17315	TIMM17A	ENSG00000134375	es105	FALSE	FALSE	ncg
HGNC:30750	TIPIN	ENSG00000075131	es105	FALSE	FALSE	ncg
HGNC:11827	TJP1	ENSG00000104067	es105	FALSE	FALSE	ncg
HGNC:25313	TKTL2	ENSG00000151005	es105	FALSE	FALSE	ncg
HGNC:25295	TLCD3B	ENSG00000149926	es105	FALSE	FALSE	ncg
HGNC:11837	TLE1	ENSG00000196781	es105	FALSE	FALSE	ncg
HGNC:11840	TLE4	ENSG00000106829	es105	FALSE	FALSE	ncg
HGNC:11843	TLL1	ENSG00000038295	es105	FALSE	FALSE	ncg
HGNC:11844	TLL2	ENSG00000095587	es105	FALSE	FALSE	ncg
HGNC:11848	TLR2	ENSG00000137462	es105	FALSE	FALSE	ncg
HGNC:11850	TLR4	ENSG00000136869	es105	FALSE	FALSE	ncg
HGNC:11851	TLR5	ENSG00000187554	es105	FALSE	FALSE	ncg
HGNC:16711	TLR6	ENSG00000174130	es105	FALSE	FALSE	ncg
HGNC:15631	TLR7	ENSG00000196664	es105	FALSE	FALSE	ncg
HGNC:15633	TLR9	ENSG00000239732	es105	FALSE	FALSE	ncg
HGNC:5056	TLX1	ENSG00000107807	es105	TRUE	FALSE	ncg
HGNC:13532	TLX3	ENSG00000164438	es105	TRUE	FALSE	ncg
HGNC:25181	TM4SF18	ENSG00000163762	es105	FALSE	FALSE	ncg
HGNC:11864	TM9SF1	ENSG00000100926	es105	FALSE	FALSE	ncg
HGNC:11723	TMBIM6	ENSG00000139644	es105	FALSE	FALSE	ncg
HGNC:22995	TMC3	ENSG00000188869	es105	FALSE	FALSE	ncg
HGNC:25084	TMEM116	ENSG00000198270	es105	FALSE	FALSE	ncg
HGNC:1844	TMEM121B	ENSG00000183307	es105	FALSE	FALSE	ncg
HGNC:26038	TMEM127	ENSG00000135956	es105	FALSE	TRUE	ncg
HGNC:28201	TMEM128	ENSG00000132406	es105	FALSE	FALSE	ncg
HGNC:29397	TMEM132B	ENSG00000139364	es105	FALSE	FALSE	ncg
HGNC:25436	TMEM132C	ENSG00000181234	es105	FALSE	FALSE	ncg
HGNC:29411	TMEM132D	ENSG00000151952	es105	FALSE	FALSE	ncg
HGNC:30414	TMEM147	ENSG00000105677	es105	FALSE	FALSE	ncg
HGNC:26042	TMEM160	ENSG00000130748	es105	FALSE	FALSE	ncg
HGNC:30760	TMEM165	ENSG00000134851	es105	FALSE	FALSE	ncg
HGNC:20137	TMEM179	ENSG00000258986	es105	FALSE	FALSE	ncg
HGNC:18085	TMEM199	ENSG00000244045	es105	FALSE	FALSE	ncg
HGNC:33719	TMEM201	ENSG00000188807	es105	FALSE	FALSE	ncg
HGNC:25015	TMEM208	ENSG00000168701	es105	FALSE	FALSE	ncg
HGNC:34059	TMEM210	ENSG00000185863	es105	FALSE	FALSE	ncg
HGNC:25018	TMEM216	ENSG00000187049	es105	FALSE	FALSE	ncg
HGNC:33757	TMEM220	ENSG00000187824	es105	FALSE	FALSE	ncg
HGNC:21707	TMEM243	ENSG00000135185	es105	FALSE	FALSE	ncg
HGNC:32545	TMEM253	ENSG00000232070	es105	FALSE	FALSE	ncg
HGNC:16667	TMEM30A	ENSG00000112697	es105	FALSE	FALSE	ncg
HGNC:25620	TMEM40	ENSG00000088726	es105	FALSE	FALSE	ncg
HGNC:29118	TMEM63A	ENSG00000196187	es105	FALSE	FALSE	ncg
HGNC:26572	TMEM71	ENSG00000165071	es105	FALSE	FALSE	ncg
HGNC:27954	TMPRSS11A	ENSG00000187054	es105	FALSE	FALSE	ncg
HGNC:24059	TMPRSS11D	ENSG00000153802	es105	FALSE	FALSE	ncg
HGNC:29808	TMPRSS13	ENSG00000137747	es105	FALSE	FALSE	ncg
HGNC:11876	TMPRSS2	ENSG00000184012	es105	FALSE	FALSE	ncg
HGNC:11878	TMPRSS4	ENSG00000137648	es105	FALSE	FALSE	ncg
HGNC:11881	TMSB4X	ENSG00000205542	es105	FALSE	FALSE	ncg
HGNC:25440	TMTC2	ENSG00000179104	es105	FALSE	FALSE	ncg
HGNC:26899	TMTC3	ENSG00000139324	es105	FALSE	FALSE	ncg
HGNC:24718	TMX3	ENSG00000166479	es105	FALSE	FALSE	ncg
HGNC:5318	TNC	ENSG00000041982	es105	TRUE	FALSE	ncg
HGNC:11892	TNF	ENSG00000232810	es105	FALSE	FALSE	ncg
HGNC:11896	TNFAIP3	ENSG00000118503	es105	FALSE	TRUE	ncg
HGNC:11898	TNFAIP6	ENSG00000123610	es105	FALSE	FALSE	ncg
HGNC:17260	TNFAIP8	ENSG00000145779	es105	FALSE	FALSE	ncg
HGNC:20620	TNFAIP8L3	ENSG00000183578	es105	FALSE	FALSE	ncg
HGNC:11904	TNFRSF10A	ENSG00000104689	es105	FALSE	FALSE	ncg
HGNC:11912	TNFRSF14	ENSG00000157873	es105	FALSE	TRUE	ncg
HGNC:11913	TNFRSF17	ENSG00000048462	es105	TRUE	FALSE	ncg
HGNC:11917	TNFRSF1B	ENSG00000028137	es105	FALSE	FALSE	ncg
HGNC:11923	TNFRSF8	ENSG00000120949	es105	FALSE	FALSE	ncg
HGNC:11925	TNFSF10	ENSG00000121858	es105	FALSE	FALSE	ncg
HGNC:11938	TNFSF8	ENSG00000106952	es105	FALSE	FALSE	ncg
HGNC:22942	TNN	ENSG00000120332	es105	FALSE	FALSE	ncg
HGNC:6401	TNPO1	ENSG00000083312	es105	FALSE	FALSE	ncg
HGNC:19998	TNPO2	ENSG00000105576	es105	FALSE	FALSE	ncg
HGNC:11953	TNR	ENSG00000116147	es105	FALSE	FALSE	ncg
HGNC:11962	TNRC18	ENSG00000182095	es105	FALSE	FALSE	ncg
HGNC:11969	TNRC6A	ENSG00000090905	es105	FALSE	FALSE	ncg
HGNC:29190	TNRC6B	ENSG00000100354	es105	FALSE	FALSE	ncg
HGNC:24352	TNS4	ENSG00000131746	es105	FALSE	FALSE	ncg
HGNC:11979	TOB1	ENSG00000141232	es105	FALSE	FALSE	ncg
HGNC:11995	TOR1B	ENSG00000136816	es105	FALSE	FALSE	ncg
HGNC:18988	TOX	ENSG00000198846	es105	FALSE	FALSE	ncg
HGNC:11972	TOX3	ENSG00000103460	es105	FALSE	FALSE	ncg
HGNC:11998	TP53	ENSG00000141510	es105	TRUE	TRUE	ncg
HGNC:11999	TP53BP1	ENSG00000067369	es105	FALSE	FALSE	ncg
HGNC:12000	TP53BP2	ENSG00000143514	es105	FALSE	FALSE	ncg
HGNC:18022	TP53INP1	ENSG00000164938	es105	FALSE	FALSE	ncg
HGNC:15979	TP63	ENSG00000073282	es105	TRUE	TRUE	ncg
HGNC:12003	TP73	ENSG00000078900	es105	FALSE	FALSE	ncg
HGNC:12012	TPM3	ENSG00000143549	es105	FALSE	TRUE	ncg
HGNC:12015	TPO	ENSG00000115705	es105	FALSE	FALSE	ncg
HGNC:12017	TPR	ENSG00000047410	es105	FALSE	FALSE	ncg
HGNC:24759	TPRG1	ENSG00000188001	es105	FALSE	FALSE	ncg
HGNC:27007	TPRG1L	ENSG00000158109	es105	FALSE	FALSE	ncg
HGNC:12019	TPSAB1	ENSG00000172236	es105	FALSE	FALSE	ncg
HGNC:12023	TPTE	ENSG00000274391	es105	FALSE	FALSE	ncg
HGNC:17299	TPTE2	ENSG00000132958	es105	FALSE	FALSE	ncg
HGNC:1249	TPX2	ENSG00000088325	es105	FALSE	FALSE	ncg
HGNC:12031	TRAF1	ENSG00000056558	es105	FALSE	FALSE	ncg
HGNC:12032	TRAF2	ENSG00000127191	es105	FALSE	FALSE	ncg
HGNC:12033	TRAF3	ENSG00000131323	es105	FALSE	FALSE	ncg
HGNC:30766	TRAF3IP3	ENSG00000009790	es105	FALSE	FALSE	ncg
HGNC:12035	TRAF5	ENSG00000082512	es105	FALSE	FALSE	ncg
HGNC:12036	TRAF6	ENSG00000175104	es105	FALSE	FALSE	ncg
HGNC:20456	TRAF7	ENSG00000131653	es105	FALSE	TRUE	ncg
HGNC:30764	TRAIP	ENSG00000183763	es105	FALSE	FALSE	ncg
HGNC:29947	TRAK1	ENSG00000182606	es105	FALSE	FALSE	ncg
HGNC:30887	TRAPPC2L	ENSG00000167515	es105	FALSE	FALSE	ncg
HGNC:18273	TRERF1	ENSG00000124496	es105	FALSE	FALSE	ncg
HGNC:30748	TRHDE	ENSG00000072657	es105	FALSE	FALSE	ncg
HGNC:660	TRIM23	ENSG00000113595	es105	FALSE	FALSE	ncg
HGNC:11812	TRIM24	ENSG00000122779	es105	TRUE	TRUE	ncg
HGNC:9975	TRIM27	ENSG00000204713	es105	TRUE	FALSE	ncg
HGNC:16384	TRIM28	ENSG00000130726	es105	FALSE	FALSE	ncg
HGNC:16290	TRIM33	ENSG00000197323	es105	FALSE	TRUE	ncg
HGNC:7523	TRIM37	ENSG00000108395	es105	FALSE	FALSE	ncg
HGNC:19021	TRIM48	ENSG00000150244	es105	FALSE	FALSE	ncg
HGNC:19023	TRIM51	ENSG00000124900	es105	FALSE	FALSE	ncg
HGNC:24150	TRIM58	ENSG00000162722	es105	FALSE	FALSE	ncg
HGNC:12303	TRIO	ENSG00000038382	es105	FALSE	FALSE	ncg
HGNC:17009	TRIOBP	ENSG00000100106	es105	FALSE	FALSE	ncg
HGNC:12306	TRIP12	ENSG00000153827	es105	FALSE	FALSE	ncg
HGNC:26454	TRMT10B	ENSG00000165275	es105	FALSE	FALSE	ncg
HGNC:26022	TRMT10C	ENSG00000174173	es105	FALSE	FALSE	ncg
HGNC:26653	TRMT44	ENSG00000155275	es105	FALSE	FALSE	ncg
HGNC:12326	TRO	ENSG00000067445	es105	FALSE	FALSE	ncg
HGNC:497	TRPA1	ENSG00000104321	es105	FALSE	FALSE	ncg
HGNC:12338	TRPC6	ENSG00000137672	es105	FALSE	FALSE	ncg
HGNC:20754	TRPC7	ENSG00000069018	es105	FALSE	FALSE	ncg
HGNC:7146	TRPM1	ENSG00000134160	es105	FALSE	FALSE	ncg
HGNC:12339	TRPM2	ENSG00000142185	es105	FALSE	FALSE	ncg
HGNC:17992	TRPM3	ENSG00000083067	es105	FALSE	FALSE	ncg
HGNC:12340	TRPS1	ENSG00000104447	es105	FALSE	FALSE	ncg
HGNC:3145	TRPV5	ENSG00000127412	es105	FALSE	FALSE	ncg
HGNC:14006	TRPV6	ENSG00000165125	es105	FALSE	FALSE	ncg
HGNC:12347	TRRAP	ENSG00000196367	es105	TRUE	FALSE	ncg
HGNC:12362	TSC1	ENSG00000165699	es105	FALSE	TRUE	ncg
HGNC:12363	TSC2	ENSG00000103197	es105	FALSE	TRUE	ncg
HGNC:16826	TSC22D1	ENSG00000102804	es105	FALSE	FALSE	ncg
HGNC:12373	TSHR	ENSG00000165409	es105	TRUE	FALSE	ncg
HGNC:13010	TSHZ2	ENSG00000182463	es105	FALSE	FALSE	ncg
HGNC:30700	TSHZ3	ENSG00000121297	es105	FALSE	FALSE	ncg
HGNC:20660	TSPAN18	ENSG00000157570	es105	FALSE	FALSE	ncg
HGNC:1268	TSPEAR	ENSG00000175894	es105	FALSE	FALSE	ncg
HGNC:12382	TSPYL1	ENSG00000189241	es105	FALSE	FALSE	ncg
HGNC:24358	TSPYL2	ENSG00000184205	es105	FALSE	FALSE	ncg
HGNC:21559	TSPYL4	ENSG00000187189	es105	FALSE	FALSE	ncg
HGNC:19141	TTBK2	ENSG00000128881	es105	FALSE	FALSE	ncg
HGNC:24697	TTC14	ENSG00000163728	es105	FALSE	FALSE	ncg
HGNC:25660	TTC21B	ENSG00000123607	es105	FALSE	FALSE	ncg
HGNC:12394	TTC4	ENSG00000243725	es105	FALSE	FALSE	ncg
HGNC:12401	TTK	ENSG00000112742	es105	FALSE	FALSE	ncg
HGNC:19963	TTLL5	ENSG00000119685	es105	FALSE	FALSE	ncg
HGNC:16118	TTLL9	ENSG00000131044	es105	FALSE	FALSE	ncg
HGNC:20768	TUBA1C	ENSG00000167553	es105	FALSE	FALSE	ncg
HGNC:12408	TUBA3C	ENSG00000198033	es105	FALSE	FALSE	ncg
HGNC:18127	TUBGCP6	ENSG00000128159	es105	FALSE	FALSE	ncg
HGNC:12428	TWIST1	ENSG00000122691	es105	FALSE	FALSE	ncg
HGNC:1160	TWNK	ENSG00000107815	es105	FALSE	FALSE	ncg
HGNC:31454	TXNDC8	ENSG00000204193	es105	FALSE	FALSE	ncg
HGNC:16952	TXNIP	ENSG00000265972	es105	FALSE	FALSE	ncg
HGNC:12450	TYRP1	ENSG00000107165	es105	FALSE	FALSE	ncg
HGNC:28531	TYSND1	ENSG00000156521	es105	FALSE	FALSE	ncg
HGNC:33908	TYW1B	ENSG00000277149	es105	FALSE	FALSE	ncg
HGNC:12453	U2AF1	ENSG00000160201	es105	TRUE	FALSE	ncg
HGNC:23156	U2AF2	ENSG00000063244	es105	FALSE	FALSE	ncg
HGNC:30855	U2SURP	ENSG00000163714	es105	FALSE	FALSE	ncg
HGNC:15947	UACA	ENSG00000137831	es105	FALSE	FALSE	ncg
HGNC:12457	UAP1	ENSG00000117143	es105	FALSE	FALSE	ncg
HGNC:30661	UBA2	ENSG00000126261	es105	FALSE	FALSE	ncg
HGNC:25581	UBA6	ENSG00000033178	es105	FALSE	FALSE	ncg
HGNC:30221	UBAC1	ENSG00000130560	es105	FALSE	FALSE	ncg
HGNC:20486	UBAC2	ENSG00000134882	es105	FALSE	FALSE	ncg
HGNC:12463	UBB	ENSG00000170315	es105	FALSE	FALSE	ncg
HGNC:12472	UBE2A	ENSG00000077721	es105	FALSE	FALSE	ncg
HGNC:12474	UBE2D1	ENSG00000072401	es105	FALSE	FALSE	ncg
HGNC:19268	UBE2J2	ENSG00000160087	es105	FALSE	FALSE	ncg
HGNC:16808	UBR1	ENSG00000159459	es105	FALSE	FALSE	ncg
HGNC:30467	UBR3	ENSG00000144357	es105	FALSE	FALSE	ncg
HGNC:16806	UBR5	ENSG00000104517	es105	TRUE	FALSE	ncg
HGNC:29119	UBXN7	ENSG00000163960	es105	FALSE	FALSE	ncg
HGNC:19678	UCHL5	ENSG00000116750	es105	FALSE	FALSE	ncg
HGNC:12542	UGT2A1	ENSG00000173610	es105	FALSE	FALSE	ncg
HGNC:28183	UGT2A2	ENSG00000271271	es105	FALSE	FALSE	ncg
HGNC:28528	UGT2A3	ENSG00000135220	es105	FALSE	FALSE	ncg
HGNC:12544	UGT2B10	ENSG00000109181	es105	FALSE	FALSE	ncg
HGNC:13480	ULK2	ENSG00000083290	es105	FALSE	FALSE	ncg
HGNC:12563	UMPS	ENSG00000114491	es105	FALSE	FALSE	ncg
HGNC:23149	UNC13C	ENSG00000137766	es105	FALSE	FALSE	ncg
HGNC:12569	UNC5C	ENSG00000182168	es105	FALSE	FALSE	ncg
HGNC:18634	UNC5D	ENSG00000156687	es105	FALSE	FALSE	ncg
HGNC:26582	UNC80	ENSG00000144406	es105	FALSE	FALSE	ncg
HGNC:33194	UNCX	ENSG00000164853	es105	FALSE	FALSE	ncg
HGNC:17344	URB1	ENSG00000142207	es105	FALSE	FALSE	ncg
HGNC:28967	URB2	ENSG00000135763	es105	FALSE	FALSE	ncg
HGNC:12601	USH2A	ENSG00000042781	es105	FALSE	FALSE	ncg
HGNC:12608	USP10	ENSG00000103194	es105	FALSE	FALSE	ncg
HGNC:12611	USP13	ENSG00000058056	es105	FALSE	FALSE	ncg
HGNC:12614	USP16	ENSG00000156256	es105	FALSE	FALSE	ncg
HGNC:12624	USP25	ENSG00000155313	es105	FALSE	FALSE	ncg
HGNC:12625	USP28	ENSG00000048028	es105	FALSE	FALSE	ncg
HGNC:18563	USP29	ENSG00000131864	es105	FALSE	FALSE	ncg
HGNC:20060	USP31	ENSG00000103404	es105	FALSE	FALSE	ncg
HGNC:20064	USP44	ENSG00000136014	es105	FALSE	TRUE	ncg
HGNC:12628	USP5	ENSG00000111667	es105	FALSE	FALSE	ncg
HGNC:23086	USP51	ENSG00000247746	es105	FALSE	FALSE	ncg
HGNC:12629	USP6	ENSG00000129204	es105	TRUE	FALSE	ncg
HGNC:12630	USP7	ENSG00000187555	es105	FALSE	FALSE	ncg
HGNC:12631	USP8	ENSG00000138592	es105	TRUE	FALSE	ncg
HGNC:12632	USP9X	ENSG00000124486	es105	FALSE	FALSE	ncg
HGNC:17897	UTP20	ENSG00000120800	es105	FALSE	FALSE	ncg
HGNC:12645	VAMP4	ENSG00000117533	es105	FALSE	FALSE	ncg
HGNC:15512	VANGL1	ENSG00000173218	es105	FALSE	FALSE	ncg
HGNC:21642	VARS2	ENSG00000137411	es105	FALSE	FALSE	ncg
HGNC:12657	VAV1	ENSG00000141968	es105	FALSE	FALSE	ncg
HGNC:2464	VCAN	ENSG00000038427	es105	FALSE	FALSE	ncg
HGNC:30897	VCPIP1	ENSG00000175073	es105	FALSE	FALSE	ncg
HGNC:31838	VCX3B	ENSG00000205642	es105	FALSE	FALSE	ncg
HGNC:12949	VEZF1	ENSG00000136451	es105	FALSE	FALSE	ncg
HGNC:12687	VHL	ENSG00000134086	es105	FALSE	TRUE	ncg
HGNC:30906	VILL	ENSG00000136059	es105	FALSE	FALSE	ncg
HGNC:20347	VIPAS39	ENSG00000151445	es105	FALSE	FALSE	ncg
HGNC:24500	VIRMA	ENSG00000164944	es105	FALSE	FALSE	ncg
HGNC:12697	VIT	ENSG00000205221	es105	FALSE	FALSE	ncg
HGNC:22082	VMA21	ENSG00000160131	es105	FALSE	FALSE	ncg
HGNC:19872	VN1R2	ENSG00000196131	es105	FALSE	FALSE	ncg
HGNC:19871	VN1R4	ENSG00000228567	es105	FALSE	FALSE	ncg
HGNC:2183	VPS13B	ENSG00000132549	es105	FALSE	FALSE	ncg
HGNC:14579	VPS45	ENSG00000136631	es105	FALSE	FALSE	ncg
HGNC:1172	VPS51	ENSG00000149823	es105	FALSE	FALSE	ncg
HGNC:25608	VPS53	ENSG00000141252	es105	FALSE	FALSE	ncg
HGNC:16096	VSTM2L	ENSG00000132821	es105	FALSE	FALSE	ncg
HGNC:1975	VSX2	ENSG00000119614	es105	FALSE	FALSE	ncg
HGNC:13939	VWA7	ENSG00000204396	es105	FALSE	FALSE	ncg
HGNC:12726	VWF	ENSG00000110799	es105	FALSE	FALSE	ncg
HGNC:28498	VXN	ENSG00000169085	es105	FALSE	FALSE	ncg
HGNC:17327	WAC	ENSG00000095787	es105	FALSE	FALSE	ncg
HGNC:23293	WAPL	ENSG00000062650	es105	FALSE	FALSE	ncg
HGNC:12731	WAS	ENSG00000015285	es105	TRUE	FALSE	ncg
HGNC:12734	WASF3	ENSG00000132970	es105	FALSE	FALSE	ncg
HGNC:16461	WBP11	ENSG00000084463	es105	FALSE	FALSE	ncg
HGNC:12739	WBP4	ENSG00000120688	es105	FALSE	FALSE	ncg
HGNC:20751	WDFY3	ENSG00000163625	es105	FALSE	FALSE	ncg
HGNC:14098	WDR12	ENSG00000138442	es105	FALSE	FALSE	ncg
HGNC:20852	WDR24	ENSG00000127580	es105	FALSE	FALSE	ncg
HGNC:28912	WDR45	ENSG00000196998	es105	FALSE	FALSE	ncg
HGNC:24502	WDR62	ENSG00000075702	es105	FALSE	FALSE	ncg
HGNC:26570	WDR64	ENSG00000162843	es105	FALSE	FALSE	ncg
HGNC:13490	WDR7	ENSG00000091157	es105	FALSE	FALSE	ncg
HGNC:25529	WDR74	ENSG00000133316	es105	FALSE	FALSE	ncg
HGNC:25725	WDR75	ENSG00000115368	es105	FALSE	FALSE	ncg
HGNC:28020	WDR86	ENSG00000187260	es105	FALSE	FALSE	ncg
HGNC:26960	WDR90	ENSG00000161996	es105	FALSE	FALSE	ncg
HGNC:26924	WDR93	ENSG00000140527	es105	FALSE	FALSE	ncg
HGNC:29175	WDTC1	ENSG00000142784	es105	FALSE	FALSE	ncg
HGNC:18081	WIF1	ENSG00000156076	es105	FALSE	TRUE	ncg
HGNC:30923	WIPF2	ENSG00000171475	es105	FALSE	FALSE	ncg
HGNC:30238	WLS	ENSG00000116729	es105	FALSE	FALSE	ncg
HGNC:14540	WNK1	ENSG00000060237	es105	FALSE	FALSE	ncg
HGNC:14542	WNK2	ENSG00000165238	es105	FALSE	TRUE	ncg
HGNC:12780	WNT2	ENSG00000105989	es105	FALSE	FALSE	ncg
HGNC:16265	WNT5B	ENSG00000111186	es105	FALSE	FALSE	ncg
HGNC:12759	WRAP73	ENSG00000116213	es105	FALSE	FALSE	ncg
HGNC:12791	WRN	ENSG00000165392	es105	FALSE	TRUE	ncg
HGNC:29117	WSCD2	ENSG00000075035	es105	FALSE	FALSE	ncg
HGNC:12796	WT1	ENSG00000184937	es105	TRUE	TRUE	ncg
HGNC:20964	WTIP	ENSG00000142279	es105	FALSE	FALSE	ncg
HGNC:17004	WWP1	ENSG00000123124	es105	FALSE	FALSE	ncg
HGNC:24042	WWTR1	ENSG00000018408	es105	TRUE	FALSE	ncg
HGNC:12801	XBP1	ENSG00000100219	es105	FALSE	FALSE	ncg
HGNC:10646	XCL2	ENSG00000143185	es105	FALSE	FALSE	ncg
HGNC:12805	XDH	ENSG00000158125	es105	FALSE	FALSE	ncg
HGNC:14303	XIRP2	ENSG00000163092	es105	FALSE	FALSE	ncg
HGNC:12814	XPA	ENSG00000136936	es105	FALSE	TRUE	ncg
HGNC:12816	XPC	ENSG00000154767	es105	FALSE	TRUE	ncg
HGNC:12823	XPNPEP2	ENSG00000122121	es105	FALSE	FALSE	ncg
HGNC:12825	XPO1	ENSG00000082898	es105	TRUE	FALSE	ncg
HGNC:17796	XPO4	ENSG00000132953	es105	FALSE	FALSE	ncg
HGNC:12833	XRCC5	ENSG00000079246	es105	FALSE	FALSE	ncg
HGNC:30654	XRN1	ENSG00000114127	es105	FALSE	FALSE	ncg
HGNC:24857	YAE1	ENSG00000241127	es105	FALSE	FALSE	ncg
HGNC:2428	YBX3	ENSG00000060138	es105	FALSE	FALSE	ncg
HGNC:24859	YEATS4	ENSG00000127337	es105	FALSE	FALSE	ncg
HGNC:31675	YTHDF2	ENSG00000198492	es105	FALSE	FALSE	ncg
HGNC:12851	YWHAE	ENSG00000108953	es105	FALSE	TRUE	ncg
HGNC:12857	ZAN	ENSG00000146839	es105	FALSE	FALSE	ncg
HGNC:12930	ZBTB16	ENSG00000109906	es105	FALSE	TRUE	ncg
HGNC:13503	ZBTB20	ENSG00000181722	es105	FALSE	FALSE	ncg
HGNC:23836	ZBTB5	ENSG00000168795	es105	FALSE	FALSE	ncg
HGNC:18078	ZBTB7A	ENSG00000178951	es105	FALSE	FALSE	ncg
HGNC:18668	ZBTB7B	ENSG00000160685	es105	FALSE	FALSE	ncg
HGNC:29093	ZC3H11A	ENSG00000058673	es105	FALSE	FALSE	ncg
HGNC:26259	ZC3H12A	ENSG00000163874	es105	FALSE	FALSE	ncg
HGNC:20368	ZC3H13	ENSG00000123200	es105	FALSE	FALSE	ncg
HGNC:25091	ZC3H18	ENSG00000158545	es105	FALSE	FALSE	ncg
HGNC:17808	ZC3H4	ENSG00000130749	es105	FALSE	FALSE	ncg
HGNC:29913	ZC3HC1	ENSG00000091732	es105	FALSE	FALSE	ncg
HGNC:24931	ZC4H2	ENSG00000126970	es105	FALSE	FALSE	ncg
HGNC:27273	ZCCHC12	ENSG00000174460	es105	FALSE	FALSE	ncg
HGNC:22916	ZCCHC2	ENSG00000141664	es105	FALSE	FALSE	ncg
HGNC:26911	ZCCHC24	ENSG00000165424	es105	FALSE	FALSE	ncg
HGNC:25265	ZCCHC8	ENSG00000033030	es105	FALSE	FALSE	ncg
HGNC:29620	ZCRB1	ENSG00000139168	es105	FALSE	FALSE	ncg
HGNC:23574	ZCWPW2	ENSG00000206559	es105	FALSE	FALSE	ncg
HGNC:29313	ZDBF2	ENSG00000204186	es105	FALSE	FALSE	ncg
HGNC:18471	ZDHHC4	ENSG00000136247	es105	FALSE	FALSE	ncg
HGNC:11642	ZEB1	ENSG00000148516	es105	TRUE	FALSE	ncg
HGNC:777	ZFHX3	ENSG00000140836	es105	FALSE	TRUE	ncg
HGNC:30939	ZFHX4	ENSG00000091656	es105	FALSE	FALSE	ncg
HGNC:29312	ZFP14	ENSG00000142065	es105	FALSE	FALSE	ncg
HGNC:1107	ZFP36L1	ENSG00000185650	es105	FALSE	FALSE	ncg
HGNC:1108	ZFP36L2	ENSG00000152518	es105	FALSE	FALSE	ncg
HGNC:14983	ZFP91	ENSG00000186660	es105	FALSE	FALSE	ncg
HGNC:19762	ZFPM1	ENSG00000179588	es105	FALSE	FALSE	ncg
HGNC:16700	ZFPM2	ENSG00000169946	es105	FALSE	FALSE	ncg
HGNC:29189	ZFR2	ENSG00000105278	es105	FALSE	FALSE	ncg
HGNC:12869	ZFX	ENSG00000005889	es105	FALSE	FALSE	ncg
HGNC:30961	ZG16	ENSG00000174992	es105	FALSE	FALSE	ncg
HGNC:18513	ZHX2	ENSG00000178764	es105	FALSE	FALSE	ncg
HGNC:12872	ZIC1	ENSG00000152977	es105	FALSE	FALSE	ncg
HGNC:12874	ZIC3	ENSG00000156925	es105	FALSE	FALSE	ncg
HGNC:20393	ZIC4	ENSG00000174963	es105	FALSE	FALSE	ncg
HGNC:20322	ZIC5	ENSG00000139800	es105	FALSE	FALSE	ncg
HGNC:12875	ZIM2	ENSG00000269699	es105	FALSE	FALSE	ncg
HGNC:13853	ZKSCAN3	ENSG00000189298	es105	FALSE	FALSE	ncg
HGNC:16493	ZMIZ1	ENSG00000108175	es105	FALSE	FALSE	ncg
HGNC:12989	ZMYM2	ENSG00000121741	es105	FALSE	FALSE	ncg
HGNC:13054	ZMYM3	ENSG00000147130	es105	FALSE	TRUE	ncg
HGNC:19412	ZMYND10	ENSG00000004838	es105	FALSE	FALSE	ncg
HGNC:12915	ZNF131	ENSG00000172262	es105	FALSE	FALSE	ncg
HGNC:12917	ZNF133	ENSG00000125846	es105	FALSE	FALSE	ncg
HGNC:12928	ZNF143	ENSG00000166478	es105	FALSE	FALSE	ncg
HGNC:12953	ZNF165	ENSG00000197279	es105	FALSE	FALSE	ncg
HGNC:12970	ZNF180	ENSG00000167384	es105	FALSE	FALSE	ncg
HGNC:12971	ZNF181	ENSG00000197841	es105	FALSE	FALSE	ncg
HGNC:12998	ZNF207	ENSG00000010244	es105	FALSE	FALSE	ncg
HGNC:12999	ZNF208	ENSG00000160321	es105	FALSE	FALSE	ncg
HGNC:13007	ZNF215	ENSG00000149054	es105	FALSE	FALSE	ncg
HGNC:13009	ZNF217	ENSG00000171940	es105	FALSE	FALSE	ncg
HGNC:13019	ZNF226	ENSG00000167380	es105	FALSE	FALSE	ncg
HGNC:13020	ZNF227	ENSG00000131115	es105	FALSE	FALSE	ncg
