ensembl_gene_symbol	ensembl_gene_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene
FTO	ENSG00000140718.21	FTO	HGNC:24678	FTO	79068	TRUE	FALSE
FUBP1	ENSG00000162613.17	FUBP1	HGNC:4004	FUBP1	8880	FALSE	TRUE
FURIN	ENSG00000140564.13	FURIN	HGNC:8568	FURIN	5045	TRUE	FALSE
FUS	ENSG00000089280.19	FUS	HGNC:4010	FUS	2521	TRUE	FALSE
FYN	ENSG00000010810.17	FYN	HGNC:4037	FYN	2534	TRUE	FALSE
FZR1	ENSG00000105325.15	FZR1	HGNC:24824	FZR1	51343	TRUE	TRUE
G6PC1	ENSG00000131482.10	G6PC1	HGNC:4056	G6PC1	2538	FALSE	FALSE
G6PD	ENSG00000160211.19	G6PD	HGNC:4057	G6PD	2539	FALSE	TRUE
GAB1	ENSG00000109458.9	GAB1	HGNC:4066	GAB1	2549	TRUE	FALSE
GAB2	ENSG00000033327.13	GAB2	HGNC:14458	GAB2	9846	TRUE	FALSE
GABRA6	ENSG00000145863.11	GABRA6	HGNC:4080	GABRA6	2559	TRUE	FALSE
GADD45A	ENSG00000116717.13	GADD45A	HGNC:4095	GADD45A	1647	FALSE	FALSE
GALNT12	ENSG00000119514.7	GALNT12	HGNC:19877	GALNT12	79695	FALSE	FALSE
GALNT3	ENSG00000115339.14	GALNT3	HGNC:4125	GALNT3	2591	FALSE	FALSE
GAS7	ENSG00000007237.19	GAS7	HGNC:4169	GAS7	8522	TRUE	FALSE
GATA1	ENSG00000102145.15	GATA1	HGNC:4170	GATA1	2623	FALSE	FALSE
GATA2	ENSG00000179348.12	GATA2	HGNC:4171	GATA2	2624	TRUE	FALSE
GATA3	ENSG00000107485.18	GATA3	HGNC:4172	GATA3	2625	TRUE	TRUE
GATA4	ENSG00000136574.19	GATA4	HGNC:4173	GATA4	2626	FALSE	TRUE
GATA6	ENSG00000141448.11	GATA6	HGNC:4174	GATA6	2627	TRUE	FALSE
GBA	ENSG00000177628.16	GBA1	HGNC:4177	GBA	2629	NA	NA
GDNF	ENSG00000168621.15	GDNF	HGNC:4232	GDNF	2668	FALSE	FALSE
GEN1	ENSG00000178295.15	GEN1	HGNC:26881	GEN1	348654	NA	NA
GID4	ENSG00000141034.10	GID4	HGNC:28453	GID4	79018	NA	NA
GIT2	ENSG00000139436.22	GIT2	HGNC:4273	GIT2	9815	NA	NA
GJB2	ENSG00000165474.8	GJB2	HGNC:4284	GJB2	2706	NA	NA
GLA	ENSG00000102393.14	GLA	HGNC:4296	GLA	2717	NA	NA
GLI1	ENSG00000111087.10	GLI1	HGNC:4317	GLI1	2735	TRUE	FALSE
GLI2	ENSG00000074047.22	GLI2	HGNC:4318	GLI2	2736	TRUE	FALSE
GLI3	ENSG00000106571.15	GLI3	HGNC:4319	GLI3	2737	TRUE	FALSE
GLIS2	ENSG00000126603.9	GLIS2	HGNC:29450	GLIS2	84662	FALSE	FALSE
GLIS3	ENSG00000107249.24	GLIS3	HGNC:28510	GLIS3	169792	NA	NA
GLS2	ENSG00000135423.13	GLS2	HGNC:29570	GLS2	27165	FALSE	TRUE
GMDS	ENSG00000112699.11	GMDS	HGNC:4369	GMDS	2762	FALSE	TRUE
GMPS	ENSG00000163655.16	GMPS	HGNC:4378	GMPS	8833	FALSE	FALSE
GNA11	ENSG00000088256.9	GNA11	HGNC:4379	GNA11	2767	TRUE	FALSE
GNA12	ENSG00000146535.14	GNA12	HGNC:4380	GNA12	2768	TRUE	FALSE
GNA13	ENSG00000120063.10	GNA13	HGNC:4381	GNA13	10672	TRUE	TRUE
GNAI1	ENSG00000127955.17	GNAI1	HGNC:4384	GNAI1	2770	FALSE	FALSE
GNAI2	ENSG00000114353.17	GNAI2	HGNC:4385	GNAI2	2771	FALSE	FALSE
GNAQ	ENSG00000156052.11	GNAQ	HGNC:4390	GNAQ	2776	TRUE	FALSE
GNAS	ENSG00000087460.29	GNAS	HGNC:4392	GNAS	2778	TRUE	FALSE
GNB1	ENSG00000078369.18	GNB1	HGNC:4396	GNB1	2782	TRUE	FALSE
GOLGA5	ENSG00000066455.13	GOLGA5	HGNC:4428	GOLGA5	9950	FALSE	FALSE
GOPC	ENSG00000047932.14	GOPC	HGNC:17643	GOPC	57120	FALSE	FALSE
GPC3	ENSG00000147257.16	GPC3	HGNC:4451	GPC3	2719	TRUE	TRUE
GPC4	ENSG00000076716.9	GPC4	HGNC:4452	GPC4	2239	NA	NA
GPC5	ENSG00000179399.15	GPC5	HGNC:4453	GPC5	2262	FALSE	TRUE
GPHN	ENSG00000171723.16	GPHN	HGNC:15465	GPHN	10243	FALSE	FALSE
GPR161	ENSG00000143147.15	GPR161	HGNC:23694	GPR161	23432	FALSE	FALSE
GPRC5A	ENSG00000013588.9	GPRC5A	HGNC:9836	GPRC5A	9052	FALSE	TRUE
GPS2	ENSG00000132522.16	GPS2	HGNC:4550	GPS2	2874	FALSE	TRUE
GRB2	ENSG00000177885.15	GRB2	HGNC:4566	GRB2	2885	FALSE	FALSE
GREM1	ENSG00000166923.12	GREM1	HGNC:2001	GREM1	26585	TRUE	FALSE
GRHL2	ENSG00000083307.12	GRHL2	HGNC:2799	GRHL2	79977	FALSE	FALSE
GRIN2A	ENSG00000183454.18	GRIN2A	HGNC:4585	GRIN2A	2903	FALSE	TRUE
GRIN2D	ENSG00000105464.4	GRIN2D	HGNC:4588	GRIN2D	2906	FALSE	FALSE
GRM1	ENSG00000152822.14	GRM1	HGNC:4593	GRM1	2911	TRUE	FALSE
GRM3	ENSG00000198822.11	GRM3	HGNC:4595	GRM3	2913	FALSE	FALSE
GSK3B	ENSG00000082701.17	GSK3B	HGNC:4617	GSK3B	2932	TRUE	FALSE
GSTP1	ENSG00000084207.18	GSTP1	HGNC:4638	GSTP1	2950	FALSE	TRUE
GTF2I	ENSG00000263001.8	GTF2I	HGNC:4659	GTF2I	2969	TRUE	FALSE
H1-2	ENSG00000187837.4	H1-2	HGNC:4716	H1-2	3006	FALSE	FALSE
H1-3	ENSG00000124575.7	H1-3	HGNC:4717	H1-3	3007	FALSE	TRUE
H1-4	ENSG00000168298.7	H1-4	HGNC:4718	H1-4	3008	TRUE	FALSE
H1-5	ENSG00000184357.5	H1-5	HGNC:4719	H1-5	3009	FALSE	TRUE
H19	ENSG00000130600.20	H19	HGNC:4713	H19	283120	NA	NA
H2AC11	ENSG00000196787.4	H2AC11	HGNC:4737	H2AC11	8969	FALSE	FALSE
H2AC16	ENSG00000276903.2	H2AC16	HGNC:4730	H2AC16	8332	FALSE	FALSE
H2AC17	ENSG00000278677.2	H2AC17	HGNC:4735	H2AC17	8336	TRUE	FALSE
H2AC6	ENSG00000180573.10	H2AC6	HGNC:4733	H2AC6	8334	FALSE	FALSE
H2BC11	ENSG00000124635.9	H2BC11	HGNC:4761	H2BC11	8970	FALSE	FALSE
H2BC12	ENSG00000197903.8	H2BC12	HGNC:13954	H2BC12	85236	FALSE	FALSE
H2BC17	ENSG00000274641.2	H2BC17	HGNC:4758	H2BC17	8348	FALSE	FALSE
H2BC4	ENSG00000180596.8	H2BC4	HGNC:4757	H2BC4	8347	FALSE	FALSE
H2BC5	ENSG00000158373.9	H2BC5	HGNC:4747	H2BC5	3017	FALSE	FALSE
H2BC8	ENSG00000273802.3	H2BC8	HGNC:4746	H2BC8	8339	FALSE	FALSE
H3-3A	ENSG00000163041.13	H3-3A	HGNC:4764	H3-3A	3020	TRUE	FALSE
H3-3B	ENSG00000132475.10	H3-3B	HGNC:4765	H3-3B	3021	FALSE	FALSE
H3-4	ENSG00000168148.4	H3-4	HGNC:4778	H3-4	8290	FALSE	FALSE
H3-5	ENSG00000188375.5	H3-5	HGNC:33164	H3-5	440093	FALSE	FALSE
H3C1	ENSG00000275714.2	H3C1	HGNC:4766	H3C1	8350	FALSE	FALSE
H3C10	ENSG00000278828.2	H3C10	HGNC:4775	H3C10	8357	FALSE	FALSE
H3C11	ENSG00000275379.2	H3C11	HGNC:4771	H3C11	8354	FALSE	FALSE
H3C12	ENSG00000197153.5	H3C12	HGNC:4774	H3C12	8356	FALSE	FALSE
H3C13	ENSG00000183598.4	H3C13	HGNC:25311	H3C13	653604	FALSE	FALSE
H3C14	ENSG00000203811.2	H3C14	HGNC:20503	H3C14	126961	FALSE	FALSE
H3C15	ENSG00000203852.4	H3C15	HGNC:20505	H3C15	333932	FALSE	FALSE
H3C2	ENSG00000286522.2	H3C2	HGNC:4776	H3C2	8358	FALSE	FALSE
H3C3	ENSG00000287080.2	H3C3	HGNC:4768	H3C3	8352	FALSE	FALSE
H3C4	ENSG00000197409.8	H3C4	HGNC:4767	H3C4	8351	FALSE	FALSE
H3C6	ENSG00000274750.3	H3C6	HGNC:4769	H3C6	8353	FALSE	FALSE
H3C7	ENSG00000277775.2	H3C7	HGNC:4773	H3C7	8968	FALSE	FALSE
H3C8	ENSG00000273983.2	H3C8	HGNC:4772	H3C8	8355	FALSE	FALSE
H3P6	ENSG00000235655.3	H3P6	HGNC:42980	H3P6	440926	FALSE	FALSE
H4C6	ENSG00000274618.2	H4C6	HGNC:4783	H4C6	8361	FALSE	FALSE
H4C9	ENSG00000276180.2	H4C9	HGNC:4793	H4C9	8294	FALSE	FALSE
HABP2	ENSG00000148702.15	HABP2	HGNC:4798	HABP2	3026	FALSE	FALSE
HAS2	ENSG00000170961.7	HAS2	HGNC:4819	HAS2	3037	NA	NA
HAX1	ENSG00000143575.15	HAX1	HGNC:16915	HAX1	10456	FALSE	FALSE
HDAC1	ENSG00000116478.12	HDAC1	HGNC:4852	HDAC1	3065	TRUE	FALSE
HDAC2	ENSG00000196591.12	HDAC2	HGNC:4853	HDAC2	3066	TRUE	FALSE
HDAC4	ENSG00000068024.18	HDAC4	HGNC:14063	HDAC4	9759	TRUE	TRUE
HDAC6	ENSG00000094631.21	HDAC6	HGNC:14064	HDAC6	10013	TRUE	FALSE
HDAC7	ENSG00000061273.18	HDAC7	HGNC:14067	HDAC7	51564	TRUE	FALSE
HDAC9	ENSG00000048052.24	HDAC9	HGNC:14065	HDAC9	9734	TRUE	FALSE
HERPUD1	ENSG00000051108.15	HERPUD1	HGNC:13744	HERPUD1	9709	FALSE	FALSE
HEY1	ENSG00000164683.18	HEY1	HGNC:4880	HEY1	23462	TRUE	FALSE
HFE	ENSG00000010704.19	HFE	HGNC:4886	HFE	3077	NA	NA
HGF	ENSG00000019991.18	HGF	HGNC:4893	HGF	3082	TRUE	FALSE
HIF1A	ENSG00000100644.17	HIF1A	HGNC:4910	HIF1A	3091	TRUE	FALSE
HIP1	ENSG00000127946.17	HIP1	HGNC:4913	HIP1	3092	TRUE	FALSE
HIPK2	ENSG00000064393.16	HIPK2	HGNC:14402	HIPK2	28996	FALSE	FALSE
HIRA	ENSG00000100084.14	HIRA	HGNC:4916	HIRA	7290	FALSE	TRUE
HLA-A	ENSG00000206503.13	HLA-A	HGNC:4931	HLA-A	3105	FALSE	TRUE
HLA-B	ENSG00000234745.13	HLA-B	HGNC:4932	HLA-B	3106	FALSE	TRUE
HLA-C	ENSG00000204525.18	HLA-C	HGNC:4933	HLA-C	3107	FALSE	TRUE
HLF	ENSG00000108924.14	HLF	HGNC:4977	HLF	3131	TRUE	FALSE
HMBS	ENSG00000256269.11	HMBS	HGNC:4982	HMBS	3145	NA	NA
HMGA1	ENSG00000137309.20	HMGA1	HGNC:5010	HMGA1	3159	TRUE	FALSE
HMGA2	ENSG00000149948.14	HMGA2	HGNC:5009	HMGA2	8091	TRUE	FALSE
HMGN2P46	ENSG00000179362.14	HMGN2P46	HGNC:26817	HMGN2P46	283651	FALSE	FALSE
HNF1A	ENSG00000135100.19	HNF1A	HGNC:11621	HNF1A	6927	FALSE	TRUE
HNF1B	ENSG00000275410.6	HNF1B	HGNC:11630	HNF1B	6928	FALSE	FALSE
HNRNPA2B1	ENSG00000122566.22	HNRNPA2B1	HGNC:5033	HNRNPA2B1	3181	TRUE	FALSE
HNRNPK	ENSG00000165119.21	HNRNPK	HGNC:5044	HNRNPK	3190	FALSE	FALSE
HOOK3	ENSG00000168172.9	HOOK3	HGNC:23576	HOOK3	84376	FALSE	FALSE
HOXA11	ENSG00000005073.6	HOXA11	HGNC:5101	HOXA11	3207	TRUE	TRUE
HOXA13	ENSG00000106031.9	HOXA13	HGNC:5102	HOXA13	3209	TRUE	FALSE
HOXA9	ENSG00000078399.19	HOXA9	HGNC:5109	HOXA9	3205	TRUE	TRUE
HOXB13	ENSG00000159184.8	HOXB13	HGNC:5112	HOXB13	10481	TRUE	TRUE
HOXC11	ENSG00000123388.4	HOXC11	HGNC:5123	HOXC11	3227	TRUE	FALSE
HOXC13	ENSG00000123364.5	HOXC13	HGNC:5125	HOXC13	3229	TRUE	FALSE
HOXD11	ENSG00000128713.14	HOXD11	HGNC:5134	HOXD11	3237	TRUE	FALSE
HOXD13	ENSG00000128714.6	HOXD13	HGNC:5136	HOXD13	3239	TRUE	FALSE
HRAS	ENSG00000174775.18	HRAS	HGNC:5173	HRAS	3265	TRUE	FALSE
HSD17B2	ENSG00000086696.11	HSD17B2	HGNC:5211	HSD17B2	3294	FALSE	TRUE
HSD3B1	ENSG00000203857.10	HSD3B1	HGNC:5217	HSD3B1	3283	TRUE	FALSE
HSP90AA1	ENSG00000080824.19	HSP90AA1	HGNC:5253	HSP90AA1	3320	TRUE	FALSE
HSP90AB1	ENSG00000096384.20	HSP90AB1	HGNC:5258	HSP90AB1	3326	FALSE	FALSE
HSP90B1	ENSG00000166598.16	HSP90B1	HGNC:12028	HSP90B1	7184	FALSE	FALSE
HSPG2	ENSG00000142798.20	HSPG2	HGNC:5273	HSPG2	3339	FALSE	FALSE
HTATIP2	ENSG00000109854.14	HTATIP2	HGNC:16637	HTATIP2	10553	FALSE	TRUE
ICA1L	ENSG00000163596.17	ICA1L	HGNC:14442	ICA1L	130026	NA	NA
ICOSLG	ENSG00000160223.17	ICOSLG	HGNC:17087	ICOSLG	23308	TRUE	FALSE
ID1	ENSG00000125968.9	ID1	HGNC:5360	ID1	3397	TRUE	FALSE
ID3	ENSG00000117318.9	ID3	HGNC:5362	ID3	3399	FALSE	TRUE
IDH1	ENSG00000138413.14	IDH1	HGNC:5382	IDH1	3417	TRUE	FALSE
IDH2	ENSG00000182054.10	IDH2	HGNC:5383	IDH2	3418	TRUE	FALSE
IFNAR1	ENSG00000142166.13	IFNAR1	HGNC:5432	IFNAR1	3454	FALSE	FALSE
IFNGR1	ENSG00000027697.15	IFNGR1	HGNC:5439	IFNGR1	3459	FALSE	TRUE
IGF1	ENSG00000017427.17	IGF1	HGNC:5464	IGF1	3479	TRUE	FALSE
IGF1R	ENSG00000140443.15	IGF1R	HGNC:5465	IGF1R	3480	TRUE	FALSE
IGF2	ENSG00000167244.21	IGF2	HGNC:5466	IGF2	3481	TRUE	FALSE
IGF2BP2	ENSG00000073792.16	IGF2BP2	HGNC:28867	IGF2BP2	10644	TRUE	TRUE
IGF2BP3	ENSG00000136231.14	IGF2BP3	HGNC:28868	IGF2BP3	10643	TRUE	FALSE
IGF2R	ENSG00000197081.16	IGF2R	HGNC:5467	IGF2R	3482	FALSE	TRUE
IGLL5	ENSG00000254709.8	IGLL5	HGNC:38476	IGLL5	100423062	FALSE	FALSE
IKBKB	ENSG00000104365.16	IKBKB	HGNC:5960	IKBKB	3551	TRUE	FALSE
IKBKE	ENSG00000263528.8	IKBKE	HGNC:14552	IKBKE	9641	TRUE	FALSE
IKZF1	ENSG00000185811.20	IKZF1	HGNC:13176	IKZF1	10320	FALSE	FALSE
IKZF3	ENSG00000161405.17	IKZF3	HGNC:13178	IKZF3	22806	TRUE	TRUE
IL10	ENSG00000136634.7	IL10	HGNC:5962	IL10	3586	FALSE	FALSE
IL1B	ENSG00000125538.12	IL1B	HGNC:5992	IL1B	3553	FALSE	FALSE
IL1RAPL1	ENSG00000169306.10	IL1RAPL1	HGNC:5996	IL1RAPL1	11141	FALSE	TRUE
IL2	ENSG00000109471.5	IL2	HGNC:6001	IL2	3558	FALSE	FALSE
IL21R	ENSG00000103522.16	IL21R	HGNC:6006	IL21R	50615	FALSE	FALSE
IL2RB	ENSG00000100385.14	IL2RB	HGNC:6009	IL2RB	3560	FALSE	FALSE
IL3	ENSG00000164399.5	IL3	HGNC:6011	IL3	3562	TRUE	FALSE
IL4R	ENSG00000077238.14	IL4R	HGNC:6015	IL4R	3566	FALSE	FALSE
IL6	ENSG00000136244.12	IL6	HGNC:6018	IL6	3569	TRUE	FALSE
IL6ST	ENSG00000134352.20	IL6ST	HGNC:6021	IL6ST	3572	TRUE	FALSE
IL7R	ENSG00000168685.15	IL7R	HGNC:6024	IL7R	3575	TRUE	FALSE
IMMP2L	ENSG00000184903.10	IMMP2L	HGNC:14598	IMMP2L	83943	FALSE	TRUE
ING1	ENSG00000153487.13	ING1	HGNC:6062	ING1	3621	FALSE	TRUE
INHA	ENSG00000123999.5	INHA	HGNC:6065	INHA	3623	FALSE	TRUE
INHBA	ENSG00000122641.11	INHBA	HGNC:6066	INHBA	3624	TRUE	TRUE
INPP4A	ENSG00000040933.16	INPP4A	HGNC:6074	INPP4A	3631	FALSE	FALSE
INPP4B	ENSG00000109452.13	INPP4B	HGNC:6075	INPP4B	8821	FALSE	TRUE
INPPL1	ENSG00000165458.15	INPPL1	HGNC:6080	INPPL1	3636	FALSE	TRUE
INSR	ENSG00000171105.14	INSR	HGNC:6091	INSR	3643	TRUE	FALSE
INTS6	ENSG00000102786.15	INTS6	HGNC:14879	INTS6	26512	FALSE	TRUE
IQCK	ENSG00000174628.16	IQCK	HGNC:28556	IQCK	124152	NA	NA
IQGAP1	ENSG00000140575.13	IQGAP1	HGNC:6110	IQGAP1	8826	TRUE	FALSE
IRF1	ENSG00000125347.15	IRF1	HGNC:6116	IRF1	3659	FALSE	TRUE
IRF2	ENSG00000168310.11	IRF2	HGNC:6117	IRF2	3660	FALSE	TRUE
IRF2BP2	ENSG00000168264.11	IRF2BP2	HGNC:21729	IRF2BP2	359948	FALSE	FALSE
IRF4	ENSG00000137265.15	IRF4	HGNC:6119	IRF4	3662	TRUE	FALSE
IRF8	ENSG00000140968.11	IRF8	HGNC:5358	IRF8	3394	FALSE	TRUE
IRS1	ENSG00000169047.6	IRS1	HGNC:6125	IRS1	3667	TRUE	FALSE
IRS2	ENSG00000185950.9	IRS2	HGNC:6126	IRS2	8660	TRUE	FALSE
IRS4	ENSG00000133124.12	IRS4	HGNC:6128	IRS4	8471	TRUE	TRUE
ISX	ENSG00000175329.13	ISX	HGNC:28084	ISX	91464	TRUE	FALSE
ITCH	ENSG00000078747.16	ITCH	HGNC:13890	ITCH	83737	FALSE	TRUE
ITGA9	ENSG00000144668.12	ITGA9	HGNC:6145	ITGA9	3680	FALSE	FALSE
ITGAV	ENSG00000138448.12	ITGAV	HGNC:6150	ITGAV	3685	FALSE	FALSE
ITK	ENSG00000113263.13	ITK	HGNC:6171	ITK	3702	FALSE	FALSE
ITPKB	ENSG00000143772.11	ITPKB	HGNC:6179	ITPKB	3707	TRUE	FALSE
JAG1	ENSG00000101384.12	JAG1	HGNC:6188	JAG1	182	TRUE	FALSE
JAK1	ENSG00000162434.13	JAK1	HGNC:6190	JAK1	3716	TRUE	TRUE
JAK2	ENSG00000096968.14	JAK2	HGNC:6192	JAK2	3717	TRUE	FALSE
JAK3	ENSG00000105639.20	JAK3	HGNC:6193	JAK3	3718	TRUE	FALSE
JAKMIP1	ENSG00000152969.20	JAKMIP1	HGNC:26460	JAKMIP1	152789	NA	NA
JARID2	ENSG00000008083.14	JARID2	HGNC:6196	JARID2	3720	TRUE	TRUE
JAZF1	ENSG00000153814.13	JAZF1	HGNC:28917	JAZF1	221895	FALSE	FALSE
JMJD1C	ENSG00000171988.20	JMJD1C	HGNC:12313	JMJD1C	221037	FALSE	FALSE
JMJD4	ENSG00000081692.13	JMJD4	HGNC:25724	JMJD4	65094	FALSE	TRUE
JUN	ENSG00000177606.8	JUN	HGNC:6204	JUN	3725	TRUE	FALSE
KANK1	ENSG00000107104.21	KANK1	HGNC:19309	KANK1	23189	FALSE	TRUE
KANSL1	ENSG00000120071.15	KANSL1	HGNC:24565	KANSL1	284058	FALSE	TRUE
KAT6A	ENSG00000083168.11	KAT6A	HGNC:13013	KAT6A	7994	FALSE	FALSE
KAT6B	ENSG00000156650.14	KAT6B	HGNC:17582	KAT6B	23522	FALSE	TRUE
KAT7	ENSG00000136504.13	KAT7	HGNC:17016	KAT7	11143	TRUE	FALSE
KBTBD4	ENSG00000123444.14	KBTBD4	HGNC:23761	KBTBD4	55709	FALSE	FALSE
KCNJ5	ENSG00000120457.12	KCNJ5	HGNC:6266	KCNJ5	3762	TRUE	FALSE
KCNQ1	ENSG00000053918.18	KCNQ1	HGNC:6294	KCNQ1	3784	NA	NA
KCNQ1OT1	ENSG00000269821.1	KCNQ1OT1	HGNC:6295	KCNQ1OT1	10984	NA	NA
KCTD8	ENSG00000183783.7	KCTD8	HGNC:22394	KCTD8	386617	FALSE	FALSE
KDELR2	ENSG00000136240.10	KDELR2	HGNC:6305	KDELR2	11014	NA	NA
KDM3B	ENSG00000120733.14	KDM3B	HGNC:1337	KDM3B	51780	FALSE	FALSE
KDM5A	ENSG00000073614.13	KDM5A	HGNC:9886	KDM5A	5927	TRUE	FALSE
KDM5C	ENSG00000126012.13	KDM5C	HGNC:11114	KDM5C	8242	FALSE	TRUE
KDM5D	ENSG00000012817.16	KDM5D	HGNC:11115	KDM5D	8284	TRUE	TRUE
KDM6A	ENSG00000147050.17	KDM6A	HGNC:12637	KDM6A	7403	FALSE	TRUE
KDR	ENSG00000128052.10	KDR	HGNC:6307	KDR	3791	TRUE	FALSE
KDSR	ENSG00000119537.18	KDSR	HGNC:4021	KDSR	2531	TRUE	FALSE
KEAP1	ENSG00000079999.14	KEAP1	HGNC:23177	KEAP1	9817	FALSE	TRUE
KEL	ENSG00000197993.9	KEL	HGNC:6308	KEL	3792	TRUE	FALSE
KIAA1549	ENSG00000122778.10	KIAA1549	HGNC:22219	KIAA1549	57670	FALSE	FALSE
KIF1B	ENSG00000054523.19	KIF1B	HGNC:16636	KIF1B	23095	FALSE	FALSE
KIF5B	ENSG00000170759.11	KIF5B	HGNC:6324	KIF5B	3799	FALSE	FALSE
KISS1R	ENSG00000116014.10	KISS1R	HGNC:4510	KISS1R	84634	NA	NA
KIT	ENSG00000157404.17	KIT	HGNC:6342	KIT	3815	TRUE	FALSE
KITLG	ENSG00000049130.16	KITLG	HGNC:6343	KITLG	4254	TRUE	FALSE
KLC1	ENSG00000126214.22	KLC1	HGNC:6387	KLC1	3831	NA	NA
KLF17	ENSG00000171872.5	KLF17	HGNC:18830	KLF17	128209	NA	NA
KLF2	ENSG00000127528.6	KLF2	HGNC:6347	KLF2	10365	FALSE	TRUE
KLF3	ENSG00000109787.13	KLF3	HGNC:16516	KLF3	51274	FALSE	TRUE
KLF4	ENSG00000136826.15	KLF4	HGNC:6348	KLF4	9314	TRUE	TRUE
KLF5	ENSG00000102554.14	KLF5	HGNC:6349	KLF5	688	TRUE	FALSE
KLF6	ENSG00000067082.15	KLF6	HGNC:2235	KLF6	1316	FALSE	TRUE
KLHL6	ENSG00000172578.12	KLHL6	HGNC:18653	KLHL6	89857	TRUE	TRUE
KLK2	ENSG00000167751.13	KLK2	HGNC:6363	KLK2	3817	FALSE	FALSE
KLLN	ENSG00000227268.5	KLLN	HGNC:37212	KLLN	100144748	FALSE	FALSE
KMT2A	ENSG00000118058.24	KMT2A	HGNC:7132	KMT2A	4297	FALSE	TRUE
KMT2B	ENSG00000272333.8	KMT2B	HGNC:15840	KMT2B	9757	FALSE	TRUE
KMT2C	ENSG00000055609.21	KMT2C	HGNC:13726	KMT2C	58508	FALSE	TRUE
KMT2D	ENSG00000167548.18	KMT2D	HGNC:7133	KMT2D	8085	FALSE	TRUE
KMT2E	ENSG00000005483.22	KMT2E	HGNC:18541	KMT2E	55904	FALSE	FALSE
KMT5A	ENSG00000183955.14	KMT5A	HGNC:29489	KMT5A	387893	FALSE	FALSE
KNL1	ENSG00000137812.21	KNL1	HGNC:24054	KNL1	57082	FALSE	TRUE
KNSTRN	ENSG00000128944.14	KNSTRN	HGNC:30767	KNSTRN	90417	FALSE	FALSE
KPNB1	ENSG00000108424.11	KPNB1	HGNC:6400	KPNB1	3837	FALSE	FALSE
KRAS	ENSG00000133703.14	KRAS	HGNC:6407	KRAS	3845	TRUE	FALSE
KRT17	ENSG00000128422.18	KRT17	HGNC:6427	KRT17	3872	FALSE	FALSE
KRT5	ENSG00000186081.12	KRT5	HGNC:6442	KRT5	3852	FALSE	FALSE
KRTAP5-5	ENSG00000185940.10	KRTAP5-5	HGNC:23601	KRTAP5-5	439915	FALSE	TRUE
KSR2	ENSG00000171435.14	KSR2	HGNC:18610	KSR2	283455	TRUE	FALSE
KTN1	ENSG00000126777.18	KTN1	HGNC:6467	KTN1	3895	FALSE	FALSE
L2HGDH	ENSG00000087299.12	L2HGDH	HGNC:20499	L2HGDH	79944	NA	NA
LAMP1	ENSG00000185896.11	LAMP1	HGNC:6499	LAMP1	3916	NA	NA
LARP4B	ENSG00000107929.16	LARP4B	HGNC:28987	LARP4B	23185	FALSE	FALSE
LASP1	ENSG00000002834.18	LASP1	HGNC:6513	LASP1	3927	TRUE	FALSE
LATS1	ENSG00000131023.13	LATS1	HGNC:6514	LATS1	9113	FALSE	TRUE
LATS2	ENSG00000150457.9	LATS2	HGNC:6515	LATS2	26524	FALSE	TRUE
LCK	ENSG00000182866.17	LCK	HGNC:6524	LCK	3932	TRUE	FALSE
LCP1	ENSG00000136167.15	LCP1	HGNC:6528	LCP1	3936	FALSE	FALSE
LDB1	ENSG00000198728.11	LDB1	HGNC:6532	LDB1	8861	FALSE	FALSE
LEF1	ENSG00000138795.10	LEF1	HGNC:6551	LEF1	51176	TRUE	FALSE
LEMD3	ENSG00000174106.3	LEMD3	HGNC:28887	LEMD3	23592	FALSE	FALSE
LEPROTL1	ENSG00000104660.19	LEPROTL1	HGNC:6555	LEPROTL1	23484	FALSE	TRUE
LEUTX	ENSG00000213921.8	LEUTX	HGNC:31953	LEUTX	342900	NA	NA
LGR5	ENSG00000139292.13	LGR5	HGNC:4504	LGR5	8549	TRUE	FALSE
LHFPL6	ENSG00000183722.9	LHFPL6	HGNC:6586	LHFPL6	10186	FALSE	FALSE
LIFR	ENSG00000113594.10	LIFR	HGNC:6597	LIFR	3977	FALSE	TRUE
LIG4	ENSG00000174405.15	LIG4	HGNC:6601	LIG4	3981	FALSE	FALSE
LIMA1	ENSG00000050405.14	LIMA1	HGNC:24636	LIMA1	51474	NA	NA
LIN28B	ENSG00000187772.8	LIN28B	HGNC:32207	LIN28B	389421	TRUE	FALSE
LINC00290	ENSG00000248197.1	LINC00290	HGNC:38515	LINC00290	728081	FALSE	TRUE
LINC01001	ENSG00000230724.9	LINC01001	HGNC:38540	LINC01001	100133161	FALSE	TRUE
LMBRD2	ENSG00000164187.7	LMBRD2	HGNC:25287	LMBRD2	92255	TRUE	FALSE
LMNA	ENSG00000160789.24	LMNA	HGNC:6636	LMNA	4000	FALSE	FALSE
LMO1	ENSG00000166407.14	LMO1	HGNC:6641	LMO1	4004	TRUE	FALSE
LMO2	ENSG00000135363.12	LMO2	HGNC:6642	LMO2	4005	TRUE	FALSE
LPAR1	ENSG00000198121.15	LPAR1	HGNC:3166	LPAR1	1902	FALSE	FALSE
LPP	ENSG00000145012.14	LPP	HGNC:6679	LPP	4026	TRUE	FALSE
LRIG3	ENSG00000139263.12	LRIG3	HGNC:30991	LRIG3	121227	FALSE	TRUE
