hgnc_id	gene_id	symbol	contig	start	end	strand
NA	124902562	LOC124902562	chr10	133290833	133292047	-
HGNC:38088	104326056	ZNF511-PRAP1	chr10	133308914	133352683	+
HGNC:28445	118472	ZNF511	chr10	133308914	133313161	+
HGNC:17938	50632	CALY	chr10	133324072	133336896	-
HGNC:23426	414169	BANF1P2	chr10	133344275	133344990	-
HGNC:23304	118471	PRAP1	chr10	133347373	133352683	+
HGNC:24733	282969	FUOM	chr10	133352773	133358019	-
HGNC:3151	1892	ECHS1	chr10	133362485	133373354	-
HGNC:38898	100500911	MIR3944	chr10	133371556	133371663	-
NA	124902563	LOC124902563	chr10	133374736	133378891	-
HGNC:20837	196743	PAOX	chr10	133379262	133391694	+
HGNC:32159	92170	MTG1	chr10	133394157	133422520	+
HGNC:16871	503542	SPRN	chr10	133420666	133424625	-
NA	124902564	LOC124902564	chr10	133424570	133429881	+
HGNC:15125	81356	OR6L2P	chr10	133430394	133431318	-
HGNC:32411	619207	SCART1	chr10	133453945	133469760	+
HGNC:15128	81352	OR7M1P	chr10	133481222	133481771	+
NA	105378575	LOC105378575	chr10	133491424	133526959	-
NA	124902569	LOC124902569	chr10	133524077	133524125	+
HGNC:2631	1571	CYP2E1	chr10	133527363	133539123	+
HGNC:28852	93426	SYCE1	chr10	133553899	133568291	-
HGNC:37819	399833	SPRNP1	chr10	133566934	133569958	-
HGNC:15124	390012	OR6L1P	chr10	133575056	133576135	-
HGNC:33518	441581	FRG2B	chr10	133623895	133626795	-
HGNC:48701	644425	RARRES2P2	chr10	133637285	133637913	-
HGNC:38052	644435	AGGF1P2	chr10	133641889	133643091	+
HGNC:38471	100418745	CLUHP5	chr10	133660279	133662199	-
HGNC:51605	106481728	DUX4L28	chr10	133664429	133665106	+
HGNC:50806	102723423	DUX4L25	chr10	133667151	133668675	+
HGNC:50805	102723449	DUX4L24	chr10	133670450	133671974	+
HGNC:50804	102723472	DUX4L23	chr10	133673749	133675273	+
HGNC:50803	102723495	DUX4L22	chr10	133677059	133678583	+
HGNC:50802	102723518	DUX4L21	chr10	133680369	133681893	+
HGNC:50801	102723538	DUX4L20	chr10	133683668	133685192	+
HGNC:51606	106481970	DUX4L29	chr10	133740606	133741284	+
HGNC:31354	440013	DUX4L10	chr10	133743330	133744608	+
HGNC:38687	399839	DUX4L11	chr10	133746640	133747918	+
HGNC:38671	440014	DUX4L12	chr10	133749949	133751227	+
HGNC:38672	100289581	DUX4L13	chr10	133753248	133754526	+
HGNC:38673	728022	DUX4L14	chr10	133756558	133757836	+
HGNC:38674	440017	DUX4L15	chr10	133759857	133761135	+
HGNC:35966	728933	RPL23AP60	chr10	133778232	133778759	+
HGNC:51470	106480326	WBP1LP10	chr11	75675	76181	+
HGNC:8299	390028	OR4F2P	chr11	86649	87586	-
HGNC:51698	107105353	SEPTIN14P11	chr11	118846	121428	-
HGNC:48833	100505953	CICP23	chr11	123272	127050	+
HGNC:38540	100133161	LINC01001	chr11	127134	139117	-
NA	112268070	LOC112268070	chr11	148743	170433	-
HGNC:47410	106481320	RNU6-447P	chr11	152999	153102	-
NA	101930129	LOC101930129	chr11	172486	175007	-
HGNC:18394	147199	SCGB1C1	chr11	188050	194575	+
HGNC:19905	113746	ODF3	chr11	196761	200258	+
HGNC:19348	51272	BET1L	chr11	202924	207399	-
HGNC:29550	60626	RIC8A	chr11	207708	215113	+
HGNC:50008	102465445	MIR6743	chr11	209336	209406	+
HGNC:14931	23410	SIRT3	chr11	215030	236931	-
HGNC:9558	5719	PSMD13	chr11	236976	252984	+
NA	100420679	LOC100420679	chr11	242391	243689	-
HGNC:31395	404544	COX8BP	chr11	253417	256972	-
HGNC:22944	171389	NLRP6	chr11	278407	285388	+
HGNC:26210	80162	PGGHG	chr11	289126	296107	+
HGNC:16644	387733	IFITM5	chr11	298200	299526	-
HGNC:29759	338389	MRPS24P1	chr11	303710	304376	-
HGNC:5413	10581	IFITM2	chr11	307816	309395	+
HGNC:5412	8519	IFITM1	chr11	314040	315272	+
NA	105376505	LOC105376505	chr11	318460	333689	+
HGNC:5414	10410	IFITM3	chr11	319676	320860	-
HGNC:26315	338707	B4GALNT4	chr11	369499	382117	+
HGNC:9025	11187	PKP3	chr11	392596	404908	+
HGNC:30575	59307	SIGIRR	chr11	405716	417397	-
HGNC:20679	338440	ANO9	chr11	417938	442011	-
NA	105376506	LOC105376506	chr11	431824	440673	+
HGNC:46854	106479527	RN7SL838P	chr11	440399	440693	-
HGNC:15463	81490	PTDSS2	chr11	448268	491399	+
HGNC:10074	6050	RNH1	chr11	494515	507242	-
HGNC:25430	115399	LRRC56	chr11	506462	554912	+
HGNC:5173	3265	HRAS	chr11	532242	535576	-
HGNC:28561	256329	LMNTD2	chr11	554850	560738	-
HGNC:41204	692247	LMNTD2-AS1	chr11	559262	560107	+
HGNC:1166	8045	RASSF7	chr11	560970	564025	+
HGNC:39524	100506211	MIR210HG	chr11	565657	568457	-
HGNC:31587	406992	MIR210	chr11	568089	568198	-
NA	124902805	LOC124902805	chr11	571594	576596	+
NA	143666	LOC143666	chr11	573808	575885	-
HGNC:24351	57661	PHRF1	chr11	576470	612222	+
HGNC:6122	3665	IRF7	chr11	612555	615950	-
HGNC:7521	53841	CDHR5	chr11	616583	624955	-
HGNC:10607	6343	SCT	chr11	626309	627181	-
HGNC:3025	1815	DRD4	chr11	637269	640706	+
HGNC:14677	10522	DEAF1	chr11	644220	707083	-
NA	124902603	LOC124902603	chr11	655023	659104	+
HGNC:27453	283232	TMEM80	chr11	695639	705028	+
HGNC:21296	64787	EPS8L2	chr11	706231	727727	+
NA	105376509	LOC105376509	chr11	736524	746962	+
HGNC:11559	6888	TALDO1	chr11	747464	765012	+
HGNC:26616	347862	GATD1	chr11	767222	777487	-
HGNC:29907	171391	GATD1-DT	chr11	777578	784297	+
NA	124900301	LOC124900301	chr11	777578	781635	+
HGNC:24153	51286	CEND1	chr11	787115	790090	-
HGNC:19954	79751	SLC25A22	chr11	790475	798281	-
HGNC:51237	101927423	PANO1	chr11	797626	799192	+
HGNC:16491	55367	PIDD1	chr11	799184	809501	-
HGNC:10377	6181	RPLP2	chr11	809967	812876	+
HGNC:32645	619565	SNORA52	chr11	811681	811814	+
HGNC:30802	57104	PNPLA2	chr11	818914	825573	+
HGNC:28703	283229	CRACR2B	chr11	826157	831991	+
HGNC:1630	977	CD151	chr11	832952	838831	+
HGNC:9199	5441	POLR2L	chr11	839721	842529	-
HGNC:11859	7106	TSPAN4	chr11	842852	867111	+
HGNC:28474	66005	CHID1	chr11	867859	915214	-
NA	124902604	LOC124902604	chr11	880874	881874	-
HGNC:562	161	AP2A2	chr11	925870	1012240	+
HGNC:47988	106480018	RNU6-1025P	chr11	948421	948524	+
HGNC:7517	4588	MUC6	chr11	1012823	1036718	-
NA	124902605	LOC124902605	chr11	1049692	1058344	+
HGNC:54184	101927503	LINC02688	chr11	1049880	1055764	+
NA	107987157	LOC107987157	chr11	1060332	1073434	-
HGNC:7512	4583	MUC2	chr11	1074875	1110508	+
HGNC:7515	4586	MUC5AC	chr11	1157953	1201138	+
HGNC:7516	727897	MUC5B	chr11	1223066	1262172	+
HGNC:53936	112577518	MUC5B-AS1	chr11	1242261	1249676	-
HGNC:50051	102466725	MIR6744	chr11	1256605	1256670	+
HGNC:16476	54472	TOLLIP	chr11	1274371	1309632	-
HGNC:27403	255512	TOLLIP-DT	chr11	1309708	1310707	+
NA	124902606	LOC124902606	chr11	1333233	1336697	-
HGNC:54192	105376513	LINC02689	chr11	1350307	1365198	+
HGNC:11405	9024	BRSK2	chr11	1389934	1462689	+
HGNC:24904	81532	MOB2	chr11	1469448	1486779	-
NA	124902607	LOC124902607	chr11	1511759	1512643	+
HGNC:3074	1850	DUSP8	chr11	1554051	1572848	-
NA	124902608	LOC124902608	chr11	1554607	1555480	-
HGNC:27877	338651	KRTAP5-AS1	chr11	1572741	1599184	+
HGNC:23596	387264	KRTAP5-1	chr11	1584342	1585283	-
HGNC:23597	440021	KRTAP5-2	chr11	1597177	1598294	-
HGNC:23598	387266	KRTAP5-3	chr11	1607565	1608463	-
HGNC:23599	387267	KRTAP5-4	chr11	1620958	1622138	-
HGNC:23601	439915	KRTAP5-5	chr11	1629775	1630930	+
NA	124902609	LOC124902609	chr11	1659829	1662272	-
HGNC:32368	387742	FAM99A	chr11	1665599	1667856	+
HGNC:32369	100132464	FAM99B	chr11	1683270	1685629	-
HGNC:54225	100505570	LINC02708	chr11	1687862	1694740	+
HGNC:23600	440023	KRTAP5-6	chr11	1697195	1697755	+
HGNC:40022	402778	IFITM10	chr11	1732406	1750595	-
HGNC:2529	1509	CTSD	chr11	1752755	1763927	-
NA	105376517	LOC105376517	chr11	1771366	1778580	-
NA	124902610	LOC124902610	chr11	1778723	1804661	+
HGNC:36074	100271643	RPL36AP39	chr11	1792525	1792925	+
NA	390029	LOC390029	chr11	1802595	1804194	-
HGNC:19264	90019	SYT8	chr11	1831784	1837521	+
HGNC:11946	7136	TNNI2	chr11	1838981	1841678	+
NA	107984299	LOC107984299	chr11	1844337	1847747	+
HGNC:6707	4046	LSP1	chr11	1853084	1892263	+
HGNC:38313	100423021	MIR4298	chr11	1859464	1859536	-
HGNC:50153	102465993	MIR7847	chr11	1880045	1880147	+
HGNC:35118	102724536	PRR33	chr11	1887987	1917708	-
HGNC:49469	101927624	LINC01150	chr11	1896759	1908359	+
HGNC:11950	7140	TNNT3	chr11	1919552	1938702	+
HGNC:10322	6150	MRPL23	chr11	1947332	2014944	+
HGNC:50412	106635549	SNORD131	chr11	1949331	1949476	+
HGNC:42812	100133545	MRPL23-AS1	chr11	1983209	1989920	-
HGNC:49653	104355220	LINC01219	chr11	1991096	1993469	+
HGNC:4713	283120	H19	chr11	1995176	2001466	-
HGNC:33351	100033819	MIR675	chr11	1996759	1996831	-
HGNC:33527	723961	INS-IGF2	chr11	2129117	2161209	-
HGNC:5466	3481	IGF2	chr11	2129117	2149566	-
HGNC:32340	619552	MIR483	chr11	2134134	2134209	-
HGNC:14062	51214	IGF2-AS	chr11	2140512	2148666	+
HGNC:6081	3630	INS	chr11	2159779	2161209	-
HGNC:11782	7054	TH	chr11	2163929	2171815	-
HGNC:41601	100616126	MIR4686	chr11	2173063	2173138	+
HGNC:739	430	ASCL2	chr11	2268498	2270588	-
HGNC:13231	29125	C11orf21	chr11	2295628	2303140	-
HGNC:13410	10077	TSPAN32	chr11	2302013	2318204	+
NA	124902612	LOC124902612	chr11	2312465	2314487	-
HGNC:47841	106479954	RNU6-878P	chr11	2321718	2321827	+
HGNC:49384	101927682	CD81-AS1	chr11	2328749	2377992	-
HGNC:36733	653147	RPL26P30	chr11	2335311	2335764	-
NA	124902611	LOC124902611	chr11	2336133	2342094	+
NA	105376520	LOC105376520	chr11	2371475	2375401	-
HGNC:1701	975	CD81	chr11	2376180	2397397	+
HGNC:12386	10078	TSSC4	chr11	2400750	2403876	+
HGNC:14323	29850	TRPM5	chr11	2403991	2444514	-
HGNC:6294	3784	KCNQ1	chr11	2445008	2849110	+
NA	124902613	LOC124902613	chr11	2509461	2511591	-
HGNC:6295	10984	KCNQ1OT1	chr11	2608328	2699998	-
HGNC:49370	106481684	COX6CP18	chr11	2771356	2771577	+
NA	124902614	LOC124902614	chr11	2794095	2800124	-
HGNC:42790	338653	KCNQ1-AS1	chr11	2840135	2861569	-
HGNC:13335	55539	KCNQ1DN	chr11	2870033	2872105	+
HGNC:1786	1028	CDKN1C	chr11	2883218	2885775	-
HGNC:10965	5003	SLC22A18AS	chr11	2887344	2903575	-
HGNC:10964	5002	SLC22A18	chr11	2899691	2925246	+
HGNC:12385	7262	PHLDA2	chr11	2928273	2929420	-
HGNC:7640	4676	NAP1L4	chr11	2944437	2992329	-
HGNC:32647	677833	SNORA54	chr11	2963771	2963893	-
HGNC:1493	833	CARS1	chr11	3000929	3057423	-
HGNC:40125	100852407	CARS1-AS1	chr11	3029394	3041260	+
HGNC:48433	106480179	RNU1-91P	chr11	3048359	3048521	-
NA	124902615	LOC124902615	chr11	3058624	3066927	+
HGNC:16392	114879	OSBPL5	chr11	3087107	3165310	-
HGNC:24829	386746	MRGPRG	chr11	3217944	3218813	-
HGNC:26691	283303	MRGPRG-AS1	chr11	3218332	3223131	+
HGNC:30694	116534	MRGPRE	chr11	3225030	3232417	-
HGNC:48850	103091863	NDUFA5P8	chr11	3276053	3276591	+
HGNC:7689	4699	NDUFA5P1	chr11	3321869	3322790	+
HGNC:37376	100312774	VN1R56P	chr11	3349174	3349617	-
HGNC:12986	7748	ZNF195	chr11	3357927	3379146	-
HGNC:12384	650368	TSSC2	chr11	3380961	3409148	+
HGNC:8383	10821	OR7E12P	chr11	3390707	3391915	-
HGNC:42358	387745	FAM86GP	chr11	3408224	3422552	-
NA	124902616	LOC124902616	chr11	3437519	3444950	-
NA	105376526	LOC105376526	chr11	3473571	3477073	-
NA	101927708	LOC101927708	chr11	3507980	3571987	-
NA	107984301	LOC107984301	chr11	3511389	3520825	+
HGNC:49820	106480290	SNRPCP5	chr11	3531385	3531645	+
HGNC:35490	730993	RPS3AP39	chr11	3549695	3550543	-
NA	107987159	LOC107987159	chr11	3554620	3581532	-
HGNC:35744	100128423	RPS24P14	chr11	3559512	3560024	+
HGNC:15303	399857	OR7E117P	chr11	3599643	3600668	-
NA	124902617	LOC124902617	chr11	3604186	3605929	-
HGNC:54662	115995503	XNDC1CP	chr11	3610324	3614752	+
HGNC:12334	7221	TRPC2	chr11	3626460	3637559	+
HGNC:24049	116969	ART5	chr11	3638512	3642379	-
HGNC:723	417	ART1	chr11	3645128	3664416	+
HGNC:13800	57053	CHRNA10	chr11	3665587	3671384	-
HGNC:8068	4928	NUP98	chr11	3675010	3797554	-
NA	124902832	LOC124902832	chr11	3692043	3692145	+
HGNC:48106	106480069	RNU6-1143P	chr11	3714772	3714875	-
HGNC:34146	100147837	RNU7-50P	chr11	3781396	3781451	+
HGNC:17893	27315	PGAP2	chr11	3797724	3826371	+
NA	124902618	LOC124902618	chr11	3811165	3817402	-
HGNC:672	391	RHOG	chr11	3826978	3840959	-
NA	124902619	LOC124902619	chr11	3837277	3838275	+
HGNC:40568	105376527	STIM1-AS1	chr11	3854323	3855590	-
HGNC:11386	6786	STIM1	chr11	3854604	4093210	+
HGNC:41712	100616453	MIR4687	chr11	3856062	3856141	+
HGNC:53664	107984349	PPIAP40	chr11	3892366	3893554	-
HGNC:48806	106480675	HNRNPA1P76	chr11	3972699	3974293	-
HGNC:39365	728325	HMGN1P21	chr11	3988354	3989603	-
HGNC:36491	100271587	RPS29P20	chr11	4018948	4019118	+
HGNC:10451	6240	RRM1	chr11	4094685	4138932	+
HGNC:15241	390030	OR55B1P	chr11	4146315	4147294	-
HGNC:54268	100506082	LINC02749	chr11	4187152	4202653	+
HGNC:9945	643244	RDXP1	chr11	4210290	4212301	-
HGNC:43624	196120	SSU72P5	chr11	4233278	4233872	+
HGNC:43621	390031	SSU72P2	chr11	4242056	4242650	-
HGNC:43625	643263	SSU72P6	chr11	4278697	4279292	+
HGNC:43623	441584	SSU72P4	chr11	4287499	4288093	-
HGNC:43622	143506	SSU72P3	chr11	4329864	4330449	+
HGNC:43626	390033	SSU72P7	chr11	4338660	4339244	-
HGNC:15209	143496	OR52B4	chr11	4367263	4368386	-
HGNC:15208	387747	OR52B3P	chr11	4378282	4379224	+
HGNC:11312	6737	TRIM21	chr11	4384897	4393702	-
HGNC:15203	390034	OR51R1P	chr11	4418060	4419008	+
HGNC:15233	119775	OR52P2P	chr11	4431332	4432228	-
HGNC:15223	119774	OR52K2	chr11	4449295	4450361	+
HGNC:15224	390035	OR52K3P	chr11	4474810	4475756	+
HGNC:15222	390036	OR52K1	chr11	4482646	4493497	+
HGNC:15226	338637	OR52M2P	chr11	4514945	4515924	-
HGNC:15225	119772	OR52M1	chr11	4545191	4546144	+
HGNC:23986	143501	C11orf40	chr11	4571423	4577820	-
HGNC:15221	143502	OR52I2	chr11	4586793	4587905	+
HGNC:15220	390037	OR52I1	chr11	4594039	4595013	+
HGNC:21161	55128	TRIM68	chr11	4598672	4608231	-
HGNC:15193	390038	OR51D1	chr11	4637477	4643060	+
HGNC:15194	143503	OR51E1	chr11	4643982	4655488	+
HGNC:15190	390039	OR51A9P	chr11	4660831	4661729	-
NA	105376528	LOC105376528	chr11	4666591	4672259	+
HGNC:15195	81285	OR51E2	chr11	4680171	4697853	-
HGNC:15191	401661	OR51C1P	chr11	4690423	4697853	-
HGNC:14249	56547	MMP26	chr11	4704784	4992429	+
HGNC:31283	390040	OR51F5P	chr11	4709569	4710510	+
HGNC:31280	390041	OR51C4P	chr11	4718612	4719559	+
HGNC:48345	643447	KRT8P49	chr11	4722491	4724241	-
HGNC:31281	390043	OR51F3P	chr11	4736177	4737077	-
HGNC:31282	390044	OR51F4P	chr11	4752045	4752943	-
NA	124900304	LOC124900304	chr11	4756645	4756797	+
HGNC:15196	256892	OR51F1	chr11	4768979	4769938	-
HGNC:14757	119696	OR51N1P	chr11	4786754	4787702	+
HGNC:15240	81240	OR52Y1P	chr11	4793768	4794261	-
HGNC:15235	119695	OR52R1	chr11	4803433	4804380	-
HGNC:15197	119694	OR51F2	chr11	4821321	4822456	+
HGNC:15189	401662	OR51A8P	chr11	4832133	4833069	+
HGNC:15204	119692	OR51S1	chr11	4848237	4849208	-
HGNC:14833	401663	OR51H1	chr11	4859617	4863652	-
HGNC:15199	401664	OR51H2P	chr11	4876557	4877503	+
HGNC:15205	401665	OR51T1	chr11	4881900	4882883	+
HGNC:15187	390046	OR51A6P	chr11	4889577	4890595	-
HGNC:15188	119687	OR51A7	chr11	4903783	4909462	+
HGNC:15198	81282	OR51G2	chr11	4912588	4919350	-
HGNC:14738	79324	OR51G1	chr11	4923374	4924339	-
HGNC:14794	79532	OR51A3P	chr11	4937338	4938294	-
HGNC:14795	401666	OR51A4	chr11	4942831	4947605	-
HGNC:14764	401667	OR51A2	chr11	4954772	4955713	-
HGNC:14801	79525	OR51A5P	chr11	4972931	4973896	-
HGNC:14759	119682	OR51L1	chr11	4994851	5005536	+
HGNC:14762	79300	OR51P1P	chr11	5015030	5016181	+
HGNC:14797	79529	OR52J2P	chr11	5036916	5038074	+
HGNC:14799	119679	OR52J3	chr11	5046526	5047461	+
HGNC:14769	119678	OR52E2	chr11	5058650	5059627	-
HGNC:14766	79296	OR52E1	chr11	5069572	5070497	+
HGNC:14805	79521	OR52S1P	chr11	5076112	5077066	-
HGNC:14793	79533	OR52E3P	chr11	5092676	5093650	+
HGNC:14760	79302	OR52J1P	chr11	5104224	5105093	+
HGNC:19579	390053	OR52A4P	chr11	5120664	5121578	-
HGNC:19580	390054	OR52A5	chr11	5128776	5138356	-
HGNC:8318	23538	OR52A1	chr11	5146824	5154757	-
HGNC:8316	26537	OR51A1P	chr11	5170057	5171323	-
HGNC:19596	283110	OR52Z1P	chr11	5177714	5178664	-
HGNC:19597	283111	OR51V1	chr11	5199735	5200682	-
HGNC:4827	3043	HBB	chr11	5225464	5227071	-
HGNC:4829	3045	HBD	chr11	5232838	5234483	-
HGNC:4828	3044	HBBP1	chr11	5241954	5243592	-
HGNC:49033	103344929	BGLT3	chr11	5244554	5245546	-
HGNC:4831	3047	HBG1	chr11	5248269	5249857	-
HGNC:4832	3048	HBG2	chr11	5253188	5254781	-
HGNC:4830	3046	HBE1	chr11	5268345	5269945	-
HGNC:31278	403265	OR51AB1P	chr11	5291467	5292351	-
HGNC:14708	79339	OR51B4	chr11	5301014	5301946	-
HGNC:14706	79342	OR51B3P	chr11	5314745	5315693	-
HGNC:14703	79345	OR51B2	chr11	5323359	5324297	-
HGNC:31279	403266	OR51B8P	chr11	5330588	5331345	-
HGNC:19599	282763	OR51B5	chr11	5340318	5505652	-
HGNC:19600	390058	OR51B6	chr11	5351508	5352446	+
NA	100418885	LOC100418885	chr11	5354692	5355621	+
NA	100288935	LOC100288935	chr11	5362575	5362966	+
HGNC:14847	390059	OR51M1	chr11	5383812	5393263	+
HGNC:14856	79470	OR51J1	chr11	5393682	5407630	+
HGNC:14851	390061	OR51Q1	chr11	5422111	5423206	+
HGNC:15202	81278	OR51K1P	chr11	5430656	5431602	-
HGNC:15200	390063	OR51I1	chr11	5440570	5441514	-
HGNC:15201	390064	OR51I2	chr11	5449323	5456518	+
HGNC:15185	81295	OR51A10P	chr11	5468504	5469359	-
HGNC:15212	390066	OR52D1	chr11	5488685	5489749	+
HGNC:12510	50613	UBQLN3	chr11	5507300	5509957	-
HGNC:28294	143630	UBQLNL	chr11	5514393	5516699	-
HGNC:51927	101927763	OLFM5P	chr11	5518310	5521785	-
HGNC:15238	81242	OR52V1P	chr11	5527223	5528126	-
HGNC:15218	390067	OR52H1	chr11	5544561	5548540	-
HGNC:15219	81261	OR52H2P	chr11	5551665	5552596	-
HGNC:15210	81270	OR52B5P	chr11	5560967	5561911	+
HGNC:15236	81244	OR52T1P	chr11	5566650	5567615	-
HGNC:48783	728732	HNRNPA1P53	chr11	5570915	5572253	-
HGNC:15211	340980	OR52B6	chr11	5580877	5581884	+
HGNC:16276	85363	TRIM5	chr11	5588635	5685074	-
HGNC:16277	117854	TRIM6	chr11	5596111	5612952	+
HGNC:33440	445372	TRIM6-TRIM34	chr11	5596637	5644398	+
HGNC:10063	53840	TRIM34	chr11	5619944	5644398	+
NA	107984302	LOC107984302	chr11	5655495	5660832	-
HGNC:16379	10346	TRIM22	chr11	5689790	5710863	+
NA	124902620	LOC124902620	chr11	5690227	5692754	-
HGNC:15237	81243	OR52U1P	chr11	5719290	5720266	+
HGNC:15230	390072	OR52N4	chr11	5726472	5755958	+
HGNC:15232	81248	OR52P1	chr11	5726502	5727464	+
HGNC:15245	387748	OR56B1	chr11	5736448	5738523	+
HGNC:15246	390073	OR56B2P	chr11	5761153	5769080	+
HGNC:15231	390075	OR52N5	chr11	5776165	5783355	-
HGNC:14853	79473	OR52N1	chr11	5786471	5791265	-
HGNC:15229	81251	OR52N3P	chr11	5800364	5801321	+
HGNC:15228	390077	OR52N2	chr11	5808924	5821483	+
HGNC:15215	390078	OR52E6	chr11	5840928	5841897	-
HGNC:15217	390079	OR52E8	chr11	5856749	5857690	-
HGNC:15216	81264	OR52E7P	chr11	5873960	5874888	+
HGNC:15213	390081	OR52E4	chr11	5880629	5887079	+
NA	112268071	LOC112268071	chr11	5881095	5938621	-
HGNC:15214	390082	OR52E5	chr11	5893208	5902730	+
HGNC:15234	81246	OR52Q1P	chr11	5903636	5904479	+
HGNC:14786	390083	OR56A3	chr11	5942251	6022010	+
HGNC:14792	390084	OR56A5	chr11	5967553	5968494	-
NA	124902621	LOC124902621	chr11	5984366	5985076	-
HGNC:14785	338751	OR52L1	chr11	5985892	5986985	-
HGNC:48885	644030	KRT18P58	chr11	5993820	5995209	-
HGNC:14791	120793	OR56A4	chr11	5999445	6006946	-
HGNC:43229	100873595	RNA5SP329	chr11	6016996	6017114	+
HGNC:14781	120796	OR56A1	chr11	6019336	6034338	-
NA	107984303	LOC107984303	chr11	6022000	6038390	+
HGNC:15244	81236	OR56A7P	chr11	6045809	6046746	-
HGNC:14788	79274	OR52L2P	chr11	6057219	6058330	-
HGNC:14790	79272	OR52X1P	chr11	6066713	6067892	-
NA	124902622	LOC124902622	chr11	6103987	6112049	-
HGNC:15248	196335	OR56B4	chr11	6107684	6108835	+
HGNC:15247	401675	OR56B3P	chr11	6128610	6129553	+
HGNC:15206	81274	OR52B1P	chr11	6151595	6152549	-
HGNC:15207	255725	OR52B2	chr11	6169355	6170326	-
HGNC:15239	120787	OR52W1	chr11	6199224	6200186	+
HGNC:28541	160298	C11orf42	chr11	6205557	6211135	+
HGNC:25378	84067	FHIP1B	chr11	6211345	6234636	-
HGNC:2152	1262	CNGA4	chr11	6234793	6244976	+
HGNC:1571	887	CCKBR	chr11	6259838	6272127	+
HGNC:9400	112464	CAVIN3	chr11	6318946	6320501	-
NA	101927825	LOC101927825	chr11	6319141	6346369	+
NA	124902623	LOC124902623	chr11	6362795	6365267	+
NA	124902624	LOC124902624	chr11	6385218	6390356	-
HGNC:11120	6609	SMPD1	chr11	6390474	6394996	+
HGNC:581	322	APBB1	chr11	6395124	6419453	-
HGNC:5171	3263	HPX	chr11	6431049	6440987	-
HGNC:10064	10612	TRIM3	chr11	6448613	6474459	-
HGNC:17160	23647	ARFIP2	chr11	6476519	6481331	-
HGNC:4022	26515	TIMM10B	chr11	6481501	6484681	+
NA	644169	LOC644169	chr11	6487978	6489384	-
HGNC:26532	144132	DNHD1	chr11	6497280	6572020	+
HGNC:29030	23378	RRP8	chr11	6595072	6603616	-
HGNC:6040	3611	ILK	chr11	6603774	6610870	+
HGNC:11543	6881	TAF10	chr11	6606294	6612216	-
HGNC:2073	1200	TPP1	chr11	6612768	6619422	-
HGNC:13681	8642	DCHS1	chr11	6621330	6655809	-
HGNC:14053	63875	MRPL17	chr11	6680385	6683340	-
HGNC:35568	100271425	RPL21P94	chr11	6685846	6686411	-
NA	124902625	LOC124902625	chr11	6690914	6704471	+
HGNC:25813	387751	GVINP1	chr11	6713139	6721879	-
HGNC:38876	100128135	GVINP2	chr11	6748125	6750369	+
HGNC:15143	338755	OR2AG2	chr11	6765626	6771976	-
HGNC:15142	144125	OR2AG1	chr11	6783020	6791558	+
HGNC:15301	8590	OR6A2	chr11	6791736	6799689	-
NA	100131597	LOC100131597	chr11	6843284	6844679	-
HGNC:15131	144124	OR10A5	chr11	6845683	6846636	+
HGNC:8161	341276	OR10A2	chr11	6863057	6874717	+
HGNC:15130	283297	OR10A4	chr11	6876625	6877619	+
HGNC:8244	120776	OR2D2	chr11	6891574	6892500	-
NA	107984019	LOC107984019	chr11	6897913	6947471	-
HGNC:15146	120775	OR2D3	chr11	6921002	6921994	+
HGNC:13007	7762	ZNF215	chr11	6926426	6994423	+
NA	102724711	LOC102724711	chr11	6955693	6963231	-
HGNC:13006	7761	ZNF214	chr11	6997085	7020346	-
HGNC:22939	338323	NLRP14	chr11	7020446	7090900	+
HGNC:17886	27288	RBMXL2	chr11	7088998	7091148	+
HGNC:35348	100313774	MIR302E	chr11	7234766	7234837	+
HGNC:19265	143425	SYT9	chr11	7238778	7469043	+
HGNC:56173	100506258	SYT9-AS1	chr11	7437627	7465835	-
HGNC:24473	283298	OLFML1	chr11	7485506	7511377	+
NA	124902806	LOC124902806	chr11	7508019	7538539	-
HGNC:9250	8495	PPFIBP2	chr11	7513999	7667304	+
NA	105376535	LOC105376535	chr11	7568865	7597681	-
HGNC:24376	51700	CYB5R2	chr11	7665095	7674267	-
NA	105376533	LOC105376533	chr11	7676460	7721067	+
HGNC:29970	341277	OVCH2	chr11	7678693	7706477	-
NA	124902626	LOC124902626	chr11	7721962	7726838	+
HGNC:14804	390091	OR10AB1P	chr11	7728401	7729338	+
HGNC:15295	81185	OR5P4P	chr11	7745991	7746910	+
HGNC:14779	79283	OR5P1P	chr11	7772893	7773814	-
HGNC:36314	100271535	RPL7AP55	chr11	7783674	7784467	+
HGNC:14783	120065	OR5P2	chr11	7795974	7796942	-
HGNC:14784	120066	OR5P3	chr11	7824818	7830840	-
HGNC:8342	26343	OR5E1P	chr11	7849051	7849571	+
NA	283299	LOC283299	chr11	7850751	7905955	-
HGNC:47906	106480623	RNU6-943P	chr11	7889182	7889279	-
NA	107984307	LOC107984307	chr11	7906322	7912159	+
HGNC:15132	390093	OR10A6	chr11	7924592	7931268	-
HGNC:8162	26496	OR10A3	chr11	7937171	7941708	-
HGNC:21464	338322	NLRP10	chr11	7957537	7965447	-
HGNC:42791	100862855	COX6CP5	chr11	7977496	7977705	+
HGNC:3275	8665	EIF3F	chr11	7987337	8001852	+
HGNC:50865	103581031	CASC23	chr11	8011278	8016509	-
