hgnc_id	ensembl_gene_id	symbol	ensembl_transcript_id	contig	start	end	strand
HGNC:2550	ENSG00000048740.19	CELF2	ENST00000633077.2	chr10	10798397	11336675	+
HGNC:27386	ENSG00000229240.9	LINC00710		chr10	10917866	10952234	-
HGNC:44703	ENSG00000237986.4	CELF2-AS2		chr10	11071541	11105773	-
HGNC:23515	ENSG00000181800.6	CELF2-AS1		chr10	11316833	11319884	-
HGNC:16858	ENSG00000148429.15	USP6NL	ENST00000609104.6	chr10	11460510	11611666	-
HGNC:55251	ENSG00000271360.1	USP6NL-AS1		chr10	11611305	11612227	+
HGNC:23489	ENSG00000134463.15	ECHDC3	ENST00000379215.9	chr10	11742366	11764070	+
HGNC:23728	ENSG00000148426.13	PROSER2	ENST00000277570.10	chr10	11823339	11872277	+
HGNC:27343	ENSG00000225778.5	PROSER2-AS1		chr10	11849608	11894700	-
HGNC:17854	ENSG00000151461.20	UPF2	ENST00000357604.10	chr10	11920022	12043170	-
HGNC:48058	ENSG00000251957.1	RNU6-1095P		chr10	11923181	11923288	+
HGNC:23537	ENSG00000181192.12	DHTKD1	ENST00000263035.9	chr10	12068954	12123221	+
HGNC:47051	ENSG00000272507.1	RNU6-88P		chr10	12116280	12116379	-
HGNC:17702	ENSG00000065665.21	SEC61A2	ENST00000298428.14	chr10	12129637	12169961	+
HGNC:41893	ENSG00000265653.1	MIR548AK		chr10	12130760	12130816	-
HGNC:8052	ENSG00000165609.13	NUDT5	ENST00000491614.6	chr10	12165330	12196144	-
HGNC:16827	ENSG00000151465.14	CDC123	ENST00000281141.9	chr10	12195965	12250589	+
HGNC:46214	ENSG00000264036.2	RN7SL198P		chr10	12328132	12328389	-
HGNC:19341	ENSG00000183049.14	CAMK1D	ENST00000619168.5	chr10	12349547	12835545	+
HGNC:46938	ENSG00000252118.1	RNU6ATAC39P		chr10	12456483	12456631	+
HGNC:41716	ENSG00000263584.1	MIR4480		chr10	12578753	12578823	+
HGNC:41781	ENSG00000283699.1	MIR4481		chr10	12653138	12653197	-
HGNC:37312	ENSG00000221331.1	MIR548Q		chr10	12725254	12725353	-
HGNC:23813	ENSG00000151468.11	CCDC3	ENST00000378825.5	chr10	12896625	13099652	-
HGNC:43200	ENSG00000212499.1	RNA5SP300		chr10	12924679	12924785	-
HGNC:35493	ENSG00000225251.1	RPL5P25		chr10	13057902	13058676	-
HGNC:17142	ENSG00000123240.17	OPTN	ENST00000378747.8	chr10	13099449	13138308	+
HGNC:39324	ENSG00000235763.1	SNRPGP5		chr10	13104574	13104793	-
HGNC:44875	ENSG00000203414.2	BTBD7P1		chr10	13156684	13158136	-
HGNC:36326	ENSG00000237540.1	RPL36AP36		chr10	13159477	13159777	-
HGNC:18043	ENSG00000065328.17	MCM10	ENST00000378714.8	chr10	13161558	13211110	+
HGNC:10228	ENSG00000272055.1	RNU6-6P		chr10	13217269	13217375	+
HGNC:25205	ENSG00000165623.10	UCMA	ENST00000378681.8	chr10	13221766	13234374	-
HGNC:8940	ENSG00000107537.14	PHYH	ENST00000263038.9	chr10	13277796	13302412	-
HGNC:51355	ENSG00000226209.1	RBISP1		chr10	13308145	13308447	-
HGNC:19685	ENSG00000086475.15	SEPHS1	ENST00000327347.10	chr10	13317428	13348298	-
HGNC:23514	ENSG00000165626.19	BEND7	ENST00000466271.3	chr10	13438484	13529014	-
HGNC:17351	ENSG00000165630.14	PRPF18	ENST00000378572.8	chr10	13586939	13630859	+
HGNC:36343	ENSG00000227474.1	RPL6P24		chr10	13591460	13592323	-
HGNC:25491	ENSG00000151474.23	FRMD4A	ENST00000357447.7	chr10	13643706	14462142	-
HGNC:43201	ENSG00000199407.1	RNA5SP301		chr10	13727796	13727916	+
HGNC:50454	ENSG00000215227.4	NUTF2P5		chr10	13870797	13871175	+
HGNC:38270	ENSG00000266321.1	MIR4293		chr10	14383200	14383277	-
HGNC:35332	ENSG00000221371.1	MIR1265		chr10	14436576	14436661	+
HGNC:23726	ENSG00000065809.14	FAM107B	ENST00000181796.7	chr10	14518557	14774897	-
HGNC:43202	ENSG00000201766.1	RNA5SP302		chr10	14663395	14663494	-
HGNC:31461	ENSG00000237032.1	RPSAP7		chr10	14723171	14724055	-
HGNC:24913	ENSG00000185267.10	CDNF	ENST00000465530.2	chr10	14819245	14838575	-
HGNC:29526	ENSG00000187522.16	HSPA14	ENST00000378372.8	chr10	14838306	14871741	+
HGNC:55188	ENSG00000272853.1	SUV39H2-DT		chr10	14877688	14878686	-
HGNC:17287	ENSG00000152455.16	SUV39H2	ENST00000354919.11	chr10	14878820	14904315	+
HGNC:17642	ENSG00000152457.18	DCLRE1C	ENST00000378278.7	chr10	14897359	14954432	-
HGNC:23429	ENSG00000197889.10	MEIG1	ENST00000407572.6	chr10	14959388	14988050	+
HGNC:15126	ENSG00000235623.2	OR7E110P		chr10	14986942	14987515	-
HGNC:8398	ENSG00000228547.5	OR7E26P		chr10	14999050	15000055	-
HGNC:15127	ENSG00000182531.7	OR7E115P		chr10	15007861	15008884	-
HGNC:44877	ENSG00000237470.3	DCLRE1CP1		chr10	15015370	15021863	-
HGNC:25625	ENSG00000152463.15	OLAH	ENST00000378228.8	chr10	15032227	15073853	+
HGNC:17715	ENSG00000176244.7	ACBD7	ENST00000356189.6	chr10	15075475	15088776	-
HGNC:37802	ENSG00000228312.1	GAPDHP45		chr10	15093263	15093611	-
HGNC:28582	ENSG00000176236.6	RPP38-DT		chr10	15095385	15097319	-
HGNC:30329	ENSG00000152464.15	RPP38	ENST00000378197.5	chr10	15097180	15139818	+
HGNC:7858	ENSG00000152465.18	NMT2	ENST00000378165.9	chr10	15102584	15168693	-
HGNC:44878	ENSG00000206448.3	PPIAP30		chr10	15154802	15155320	-
HGNC:23522	ENSG00000148468.17	FAM171A1	ENST00000378116.9	chr10	15211643	15371289	-
HGNC:6144	ENSG00000077943.8	ITGA8	ENST00000378076.4	chr10	15513954	15719922	-
HGNC:23578	ENSG00000148481.14	MINDY3	ENST00000277632.8	chr10	15778170	15860507	-
HGNC:37969	ENSG00000237913.1	FTLP19		chr10	16071416	16071809	-
HGNC:48038	ENSG00000201260.1	RNU6-1075P		chr10	16207821	16207927	-
HGNC:54140	ENSG00000226140.6	LINC02654		chr10	16276871	16295858	+
HGNC:9590	ENSG00000165983.15	PTER	ENST00000535784.7	chr10	16436943	16513745	+
HGNC:48511	ENSG00000223156.1	RNU2-18P		chr10	16476003	16476164	+
HGNC:19359	ENSG00000165985.10	C1QL3	ENST00000298943.4	chr10	16513734	16521879	-
HGNC:10464	ENSG00000148484.18	RSU1	ENST00000345264.10	chr10	16590611	16817463	-
HGNC:2548	ENSG00000107611.16	CUBN	ENST00000377833.10	chr10	16823966	17129811	-
HGNC:2977	ENSG00000107614.22	TRDMT1	ENST00000377799.8	chr10	17137336	17202054	-
HGNC:44879	ENSG00000229124.8	VIM-AS1		chr10	17214239	17230018	-
HGNC:12692	ENSG00000026025.16	VIM	ENST00000544301.7	chr10	17228241	17237593	+
HGNC:23317	ENSG00000148488.17	ST8SIA6	ENST00000377602.5	chr10	17315421	17454595	-
HGNC:44880	ENSG00000204832.10	ST8SIA6-AS1		chr10	17386919	17445758	+
HGNC:44693	ENSG00000236582.1	PRPF38AP2		chr10	17577362	17578212	+
HGNC:9639	ENSG00000165996.14	HACD1	ENST00000361271.8	chr10	17589032	17617374	-
HGNC:49568	ENSG00000260589.1	STAM-DT		chr10	17641284	17643878	-
HGNC:11357	ENSG00000136738.15	STAM	ENST00000377524.8	chr10	17644151	17716824	+
HGNC:23473	ENSG00000148483.9	TMEM236	ENST00000377495.2	chr10	17752201	17800868	+
HGNC:7228	ENSG00000260314.3	MRC1	ENST00000569591.3	chr10	17809348	17911164	+
HGNC:32077	ENSG00000207938.1	MIR511		chr10	17845107	17845193	+
HGNC:20860	ENSG00000148482.12	SLC39A12	ENST00000377369.7	chr10	17951839	18043292	+
HGNC:44881	ENSG00000226083.5	SLC39A12-AS1		chr10	18001786	18010562	-
HGNC:1402	ENSG00000165995.23	CACNB2	ENST00000324631.13	chr10	18140424	18543557	+
HGNC:23529	ENSG00000241058.4	NSUN6	ENST00000377304.7	chr10	18545561	18659285	-
HGNC:23052	ENSG00000165997.5	ARL5B	ENST00000377275.4	chr10	18659431	18681639	+
HGNC:44884	ENSG00000225509.1	AIFM1P1		chr10	18735745	18738631	+
HGNC:24331	ENSG00000204740.11	MALRD1	ENST00000454679.7	chr10	19048801	19790401	+
HGNC:44885	ENSG00000226255.1	UBE2V2P1		chr10	19051455	19052170	+
HGNC:39364	ENSG00000239539.1	HMGN1P20		chr10	19489101	19489400	+
HGNC:43203	ENSG00000252001.1	RNA5SP303		chr10	19633683	19633812	-
HGNC:52314	ENSG00000283456.1	MTND1P37		chr10	19747172	19747435	-
HGNC:42117	ENSG00000230818.1	MTND2P16		chr10	19747823	19748621	+
HGNC:48175	ENSG00000252832.1	RNU6-1212P		chr10	19792998	19793101	-
HGNC:21013	ENSG00000120594.17	PLXDC2	ENST00000377252.5	chr10	19816239	20289856	+
HGNC:44898	ENSG00000228339.1	AMD1P1		chr10	20350049	20351100	+
HGNC:41619	ENSG00000265372.1	MIR4675		chr10	20551970	20552046	+
HGNC:16932	ENSG00000078114.19	NEBL	ENST00000377122.9	chr10	20779973	21293011	-
HGNC:42070	ENSG00000235940.1	MTND1P21		chr10	20804293	20804577	+
HGNC:37935	ENSG00000228753.1	EIF4BP2		chr10	21028999	21030792	+
HGNC:45209	ENSG00000228219.1	NPM1P30		chr10	21110682	21113388	+
HGNC:44899	ENSG00000231920.1	NEBL-AS1		chr10	21174014	21175048	+
HGNC:44904	ENSG00000232853.1	LUZP4P1		chr10	21247752	21248095	+
HGNC:34259	ENSG00000207264.1	RNU6-15P		chr10	21321961	21322067	+
HGNC:54126	ENSG00000230109.1	LINC02643		chr10	21340233	21372950	-
HGNC:44905	ENSG00000231553.1	MRM3P1		chr10	21394033	21394592	+
HGNC:31448	ENSG00000204682.8	MIR1915HG		chr10	21492658	21497260	-
HGNC:35399	ENSG00000222071.1	MIR1915		chr10	21496562	21496641	-
HGNC:32697	ENSG00000180592.17	SKIDA1	ENST00000449193.7	chr10	21513475	21526368	-
HGNC:16063	ENSG00000078403.17	MLLT10	ENST00000307729.12	chr10	21524646	21743630	+
HGNC:47269	ENSG00000207347.1	RNU6-306P		chr10	21564471	21564577	-
HGNC:44907	ENSG00000223984.1	HNRNPRP1		chr10	21624592	21626286	-
HGNC:48104	ENSG00000201390.1	RNU6-1141P		chr10	21661635	21661741	-
HGNC:20090	ENSG00000136770.11	DNAJC1	ENST00000376980.8	chr10	21756548	22003769	-
HGNC:45943	ENSG00000252634.1	RN7SKP219		chr10	21785292	21785587	+
HGNC:45761	ENSG00000201364.1	RN7SKP37		chr10	21933143	21933438	+
HGNC:44910	ENSG00000232497.1	ADIPOR1P1		chr10	22162992	22165794	+
HGNC:39430	ENSG00000223601.3	EBLN1	ENST00000422359.3	chr10	22208475	22218015	-
HGNC:30159	ENSG00000227462.1	PSME2P6		chr10	22225698	22226024	+
HGNC:36796	ENSG00000233318.2	RPL31P45		chr10	22266991	22267346	+
HGNC:23332	ENSG00000148444.16	COMMD3	ENST00000376836.8	chr10	22316386	22320306	+
HGNC:48326	ENSG00000269897.5	COMMD3-BMI1	ENST00000602390.5	chr10	22316388	22329542	+
HGNC:1066	ENSG00000168283.14	BMI1	ENST00000376663.8	chr10	22321099	22331484	+
HGNC:11215	ENSG00000077327.16	SPAG6	ENST00000376624.8	chr10	22345445	22454224	+
HGNC:8997	ENSG00000150867.14	PIP4K2A	ENST00000376573.9	chr10	22534854	22714578	-
HGNC:47376	ENSG00000206842.1	RNU6-413P		chr10	22787393	22787499	+
HGNC:30964	ENSG00000165309.14	ARMC3	ENST00000298032.10	chr10	22928024	23038523	+
HGNC:43204	ENSG00000223131.1	RNA5SP304		chr10	22997255	22997358	+
HGNC:17061	ENSG00000148450.13	MSRB2	ENST00000376510.8	chr10	23095579	23122013	+
HGNC:31101	ENSG00000229932.3	YWHAZP3		chr10	23136924	23137661	+
HGNC:23734	ENSG00000168267.7	PTF1A	ENST00000376504.4	chr10	23192312	23194245	+
HGNC:28716	ENSG00000179133.15	C10orf67	ENST00000636213.3	chr10	23202696	23344845	-
HGNC:27346	ENSG00000165312.7	OTUD1	ENST00000376495.5	chr10	23439075	23442377	+
HGNC:25428	ENSG00000120549.18	KIAA1217	ENST00000376454.8	chr10	23694746	24547848	+
HGNC:52370	ENSG00000223928.1	NUP35P1		chr10	24157835	24158781	+
HGNC:32859	ENSG00000207930.1	MIR603		chr10	24275685	24275781	+
HGNC:23725	ENSG00000107863.20	ARHGAP21	ENST00000396432.7	chr10	24583609	24723887	-
HGNC:43205	ENSG00000199535.1	RNA5SP305		chr10	24640166	24640284	+
HGNC:23333	ENSG00000099256.19	PRTFDC1	ENST00000320152.11	chr10	24848614	24952606	-
HGNC:45965	ENSG00000240294.2	RN7SKP241		chr10	24908522	24908812	-
HGNC:28388	ENSG00000151023.17	ENKUR	ENST00000331161.9	chr10	24981979	25062279	-
HGNC:26160	ENSG00000185875.13	THNSL1	ENST00000376356.5	chr10	25016612	25026664	+
HGNC:51211	ENSG00000231422.2	LINC01516		chr10	25113058	25161236	+
HGNC:44163	ENSG00000233642.1	GPR158-AS1		chr10	25158072	25176276	-
HGNC:23689	ENSG00000151025.11	GPR158	ENST00000376351.4	chr10	25174802	25602229	+
HGNC:45944	ENSG00000222543.1	RN7SKP220		chr10	25393557	25393844	-
HGNC:44914	ENSG00000227465.1	GPN3P1		chr10	25647570	25648104	-
HGNC:44915	ENSG00000280809.5	LINC00836		chr10	25651712	25732935	+
HGNC:44916	ENSG00000271563.1	HIRAP1		chr10	25691537	25692323	+
HGNC:43206	ENSG00000223019.1	RNA5SP306		chr10	25813811	25813917	-
HGNC:47595	ENSG00000251711.1	RNU6-632P		chr10	25819363	25819426	-
HGNC:7601	ENSG00000095777.17	MYO3A	ENST00000642920.2	chr10	25934229	26212532	+
HGNC:4093	ENSG00000136750.13	GAD2	ENST00000376261.8	chr10	26216665	26304558	+
HGNC:17379	ENSG00000077420.16	APBB1IP	ENST00000376236.9	chr10	26438341	26567803	+
HGNC:43207	ENSG00000199733.1	RNA5SP307		chr10	26509589	26509704	+
HGNC:17776	ENSG00000233261.3	FAM238A		chr10	26589865	26594330	+
HGNC:44917	ENSG00000231976.8	FAM238B		chr10	26647986	26653454	+
HGNC:53787	ENSG00000227932.2	SELENOOLP		chr10	26664206	26697295	-
HGNC:17759	ENSG00000148459.16	PDSS1	ENST00000376215.10	chr10	26697701	26746798	+
HGNC:44918	ENSG00000234788.1	HSPA8P3		chr10	26714622	26715832	+
HGNC:11320	ENSG00000136754.18	ABI1	ENST00000376140.4	chr10	26746593	26861087	-
HGNC:47909	ENSG00000206605.1	RNU6-946P		chr10	26790540	26790646	-
HGNC:24672	ENSG00000283709.1	FAM238C		chr10	26931206	26944418	-
HGNC:29186	ENSG00000107890.17	ANKRD26	ENST00000376087.5	chr10	26973793	27100494	-
HGNC:47453	ENSG00000199855.1	RNU6-490P		chr10	27088321	27088427	-
HGNC:12843	ENSG00000136758.20	YME1L1	ENST00000376016.8	chr10	27110111	27155266	-
HGNC:19042	ENSG00000120539.15	MASTL	ENST00000375940.9	chr10	27154824	27187953	+
HGNC:23338	ENSG00000107897.20	ACBD5	ENST00000396271.8	chr10	27168135	27243046	-
HGNC:48517	ENSG00000252639.1	RNU2-24P		chr10	27193358	27193500	-
HGNC:34108	ENSG00000251839.1	RNU7-12P		chr10	27232255	27232316	-
HGNC:33746	ENSG00000230445.4	LRRC37A6P		chr10	27246350	27259455	-
HGNC:44937	ENSG00000238021.6	ODAD2P1		chr10	27258762	27288824	+
HGNC:47629	ENSG00000200369.1	RNU6-666P		chr10	27315120	27315226	+
HGNC:47415	ENSG00000207135.1	RNU6-452P		chr10	27335501	27335607	-
HGNC:54167	ENSG00000260151.1	LINC02673		chr10	27343436	27344917	+
HGNC:44938	ENSG00000213770.3	FAM210CP		chr10	27349717	27350290	-
HGNC:31659	ENSG00000237956.1	TRIAP1P1		chr10	27378138	27378362	-
HGNC:24776	ENSG00000182077.12	PTCHD3	ENST00000642324.1	chr10	27397121	27414368	-
HGNC:14244	ENSG00000099246.18	RAB18	ENST00000356940.11	chr10	27504174	27543207	+
HGNC:54174	ENSG00000285737.1	LINC02680		chr10	27564430	27594588	+
HGNC:23729	ENSG00000150051.14	MKX	ENST00000419761.6	chr10	27672874	27746060	-
HGNC:50686	ENSG00000230500.1	MKX-AS1		chr10	27744786	27767794	+
HGNC:25583	ENSG00000169126.16	ODAD2	ENST00000305242.10	chr10	27775186	27999079	-
HGNC:45856	ENSG00000251810.1	RN7SKP132		chr10	27783846	27784053	-
HGNC:44939	ENSG00000226016.1	RPL36AP55		chr10	27904209	27905162	+
HGNC:29752	ENSG00000226395.1	MRPS21P5		chr10	28004702	28004932	+
HGNC:26542	ENSG00000150054.19	MPP7	ENST00000683449.1	chr10	28050993	28334486	-
HGNC:50107	ENSG00000275036.1	MIR8086		chr10	28289258	28289350	-
HGNC:54139	ENSG00000282996.1	MPP7-DT		chr10	28303300	28307658	+
HGNC:44940	ENSG00000237746.1	ZNF101P1		chr10	28338554	28340942	-
HGNC:54137	ENSG00000237128.1	LINC02652		chr10	28433008	28495813	-
HGNC:31460	ENSG00000224439.2	RPSAP10		chr10	28436201	28437078	+
HGNC:45763	ENSG00000222705.1	RN7SKP39		chr10	28442575	28442896	-
HGNC:27347	ENSG00000254635.6	WAC-AS1		chr10	28522652	28533066	-
HGNC:17327	ENSG00000095787.24	WAC	ENST00000354911.9	chr10	28532493	28623112	+
HGNC:46892	ENSG00000252401.1	RNU4ATAC6P		chr10	28652630	28652755	+
HGNC:44943	ENSG00000231911.1	TPRKBP1		chr10	28658987	28659467	+
HGNC:48030	ENSG00000207483.1	RNU6-1067P		chr10	28667919	28668025	+
HGNC:30251	ENSG00000095739.11	BAMBI	ENST00000375533.6	chr10	28677510	28682932	+
HGNC:51212	ENSG00000232624.8	LINC01517		chr10	28743506	28941910	+
HGNC:47233	ENSG00000201001.1	RNU6-270P		chr10	28760699	28760803	-
HGNC:27436	ENSG00000235824.5	LINC00837		chr10	28789188	28796113	-
HGNC:43208	ENSG00000199402.1	RNA5SP308		chr10	28874393	28874507	-
HGNC:35646	ENSG00000229605.5	RPL21P93		chr10	28898996	28899484	-
HGNC:30502	ENSG00000120563.10	LYZL1	ENST00000649382.2	chr10	29289061	29318328	+
HGNC:51219	ENSG00000224597.11	SVIL-AS1		chr10	29409402	29512266	+
HGNC:44945	ENSG00000274985.1	PTCHD3P1		chr10	29421476	29422012	-
HGNC:11480	ENSG00000197321.16	SVIL	ENST00000355867.9	chr10	29457338	29736959	-
HGNC:32860	ENSG00000207612.1	MIR604		chr10	29545004	29545097	-
HGNC:33681	ENSG00000216035.1	MIR938		chr10	29602264	29602346	-
HGNC:24232	ENSG00000225976.5	CKS1BP2		chr10	29697935	29698174	+
HGNC:47871	ENSG00000222092.1	RNU6-908P		chr10	29711915	29712008	+
HGNC:29283	ENSG00000165757.9	JCAD	ENST00000375377.2	chr10	30012803	30115494	-
HGNC:47561	ENSG00000200887.1	RNU6-598P		chr10	30299569	30299673	-
HGNC:37917	ENSG00000230125.1	EEF1A1P39		chr10	30301823	30302072	-
HGNC:25532	ENSG00000107951.15	MTPAP	ENST00000263063.9	chr10	30309801	30374448	-
HGNC:21134	ENSG00000250833.1	DNM1P17		chr10	30353706	30357365	+
HGNC:44948	ENSG00000241621.1	GOLGA2P6		chr10	30364410	30374386	-
HGNC:46257	ENSG00000239625.3	RN7SL241P		chr10	30366064	30366299	-
HGNC:50189	ENSG00000284277.1	MIR7162		chr10	30368597	30368665	-
HGNC:44949	ENSG00000214434.2	NIFKP1		chr10	30380174	30381062	+
HGNC:1586	ENSG00000224473.1	CCND3P1		chr10	30403197	30403776	-
HGNC:6860	ENSG00000107968.10	MAP3K8	ENST00000263056.6	chr10	30434021	30461833	+
HGNC:44958	ENSG00000213778.2	HNRNPA1P32		chr10	30517616	30518861	-
HGNC:46079	ENSG00000239744.3	RN7SL63P		chr10	30555601	30555904	-
HGNC:29613	ENSG00000151033.10	LYZL2	ENST00000647634.2	chr10	30611779	30629762	-
HGNC:44959	ENSG00000234814.8	SVIL2P		chr10	30655489	30717266	+
HGNC:54127	ENSG00000230720.1	LINC02644		chr10	30723251	30723740	+
HGNC:21029	ENSG00000183621.15	ZNF438	ENST00000413025.5	chr10	30820207	31031937	-
HGNC:44960	ENSG00000237135.1	DDX10P1		chr10	30919012	30921235	-
HGNC:54150	ENSG00000272381.2	LINC02664		chr10	31187715	31261910	+
HGNC:42354	ENSG00000237036.6	ZEB1-AS1		chr10	31206278	31320447	-
HGNC:43209	ENSG00000252479.1	RNA5SP309		chr10	31259599	31259704	+
HGNC:11642	ENSG00000148516.23	ZEB1	ENST00000424869.6	chr10	31318495	31529814	+
HGNC:39668	ENSG00000230397.1	SPTLC1P1		chr10	31360955	31361215	+
HGNC:53963	ENSG00000237797.2	MACORIS		chr10	31693084	31707447	-
HGNC:16348	ENSG00000165322.18	ARHGAP12	ENST00000344936.7	chr10	31805398	31928876	-
HGNC:39096	ENSG00000231148.1	HMGB1P7		chr10	31913143	31913754	+
HGNC:36925	ENSG00000230240.1	RPL34P19		chr10	31983885	31984554	+
HGNC:46841	ENSG00000239731.3	RN7SL825P		chr10	31992087	31992381	-
HGNC:6324	ENSG00000170759.11	KIF5B	ENST00000302418.5	chr10	32009015	32056425	-
HGNC:37013	ENSG00000234335.1	RPS4XP11		chr10	32102522	32103293	-
HGNC:34118	ENSG00000252482.1	RNU7-22P		chr10	32173684	32173744	+
HGNC:44962	ENSG00000217094.2	PPIAP31		chr10	32188323	32188817	-
HGNC:36805	ENSG00000233190.1	RPS24P13		chr10	32231849	32232245	-
HGNC:19876	ENSG00000120616.16	EPC1	ENST00000319778.11	chr10	32267751	32378798	-
HGNC:48207	ENSG00000200484.1	RNU6-1244P		chr10	32394558	32394665	-
HGNC:26533	ENSG00000216937.13	CCDC7	ENST00000639629.1	chr10	32446140	32882874	+
HGNC:31465	ENSG00000231245.2	C1DP1		chr10	32511336	32511737	-
HGNC:6153	ENSG00000150093.20	ITGB1	ENST00000302278.8	chr10	32887273	33005792	-
HGNC:39064	ENSG00000228816.1	AK3P5		chr10	32944481	32944999	+
HGNC:53718	ENSG00000229656.8	ITGB1-DT		chr10	32958437	33082409	+
HGNC:42245	ENSG00000234163.1	MTND4LP11		chr10	33023368	33023647	-
HGNC:46863	ENSG00000265319.2	RN7SL847P		chr10	33034655	33034924	-
HGNC:36392	ENSG00000235962.5	RPL7AP53		chr10	33057615	33058407	-
HGNC:53719	ENSG00000233387.2	IATPR		chr10	33073486	33116781	-
HGNC:8004	ENSG00000099250.18	NRP1	ENST00000374867.7	chr10	33177492	33336262	-
HGNC:46414	ENSG00000244356.3	RN7SL398P		chr10	33288304	33288601	-
HGNC:54107	ENSG00000226412.1	LINC02628		chr10	33578931	33600040	-
HGNC:44963	ENSG00000261683.2	LINC00838		chr10	33759713	33772702	-
HGNC:36457	ENSG00000226407.1	RPL23P11		chr10	33864313	33864723	+
HGNC:54108	ENSG00000223470.3	LINC02629		chr10	33909238	33917804	+
HGNC:16051	ENSG00000148498.16	PARD3	ENST00000374788.8	chr10	34109560	34815325	-
HGNC:39722	ENSG00000234167.1	ELOBP4		chr10	34488583	34488878	-
HGNC:35919	ENSG00000229235.1	RPL37P18		chr10	34663859	34664101	-
HGNC:36595	ENSG00000215184.2	RPS12P16		chr10	34675635	34676041	-
HGNC:44964	ENSG00000226386.1	PARD3-AS1		chr10	34815767	34816386	+
HGNC:44965	ENSG00000232525.1	SS18L2P1		chr10	34875210	34875422	+
HGNC:47810	ENSG00000223047.1	RNU6-847P		chr10	34926775	34926882	+
HGNC:47156	ENSG00000222909.1	RNU6-193P		chr10	34942969	34943075	+
HGNC:44967	ENSG00000213724.4	PRDX2P2		chr10	34965069	34966259	+
HGNC:54118	ENSG00000283000.2	LINC02635		chr10	34969881	34975578	+
HGNC:2552	ENSG00000108094.17	CUL2	ENST00000374749.8	chr10	35008504	35127006	-
HGNC:38914	ENSG00000266228.1	MIR3611		chr10	35079598	35079680	-
HGNC:2352	ENSG00000095794.20	CREM	ENST00000685392.1	chr10	35126791	35212958	+
HGNC:34173	ENSG00000253054.1	RNU7-77P		chr10	35135443	35135502	+
HGNC:37671	ENSG00000233343.1	ATP6V1G1P4		chr10	35158306	35158640	+
HGNC:54117	ENSG00000233200.1	LINC02634		chr10	35219894	35230598	-
HGNC:47757	ENSG00000253070.1	RNU6-794P		chr10	35231331	35231394	-
HGNC:23354	ENSG00000108100.18	CCNY	ENST00000374704.8	chr10	35247025	35572669	+
HGNC:48130	ENSG00000200097.1	RNU6-1167P		chr10	35250959	35251052	-
HGNC:55252	ENSG00000271335.6	CCNY-AS1		chr10	35314552	35336401	-
HGNC:23296	ENSG00000177291.4	GJD4	ENST00000321660.2	chr10	35605341	35608935	+
HGNC:4046	ENSG00000177283.8	FZD8	ENST00000374694.3	chr10	35638247	35642296	-
HGNC:41883	ENSG00000284265.1	MIR4683		chr10	35641172	35641252	-
HGNC:36656	ENSG00000226646.1	RPL7P37		chr10	35697300	35698037	+
HGNC:48665	ENSG00000280719.1	PCAT5		chr10	35778302	35800920	+
HGNC:54110	ENSG00000227313.1	LINC02630		chr10	35896874	35898963	-
HGNC:42279	ENSG00000236626.1	MTND5P17		chr10	36432882	36434484	-
HGNC:42205	ENSG00000228694.1	MTND4P18		chr10	36434710	36435174	-
HGNC:17633	ENSG00000229644.6	NAMPTP1		chr10	36521721	36524234	-
HGNC:44970	ENSG00000233533.1	MKNK2P1		chr10	36944111	36944738	-
HGNC:44971	ENSG00000225355.1	ARL6IP1P2		chr10	36995023	36995585	+
HGNC:17234	ENSG00000148513.19	ANKRD30A	ENST00000361713.2	chr10	37125598	37232567	+
HGNC:47774	ENSG00000206796.1	RNU6-811P		chr10	37135237	37135343	+
HGNC:48948	ENSG00000235687.9	LINC00993		chr10	37248118	37347031	+
HGNC:46330	ENSG00000244402.3	RN7SL314P		chr10	37297398	37297689	+
HGNC:44973	ENSG00000237970.1	TMEM161BP1		chr10	37337415	37338871	+
HGNC:37373	ENSG00000236313.1	VN1R53P		chr10	37348616	37349572	+
HGNC:44974	ENSG00000224920.1	TACC1P1		chr10	37523011	37544701	+
HGNC:42067	ENSG00000225276.1	MTND1P18		chr10	37600796	37601368	-
HGNC:37164	ENSG00000256892.2	MTRNR2L7	ENST00000544824.2	chr10	37601440	37602974	-
HGNC:13041	ENSG00000198105.16	ZNF248	ENST00000395867.8	chr10	37776526	37858106	-
HGNC:44975	ENSG00000225192.1	ZNF33BP1		chr10	37794276	37796109	-
HGNC:22227	ENSG00000228828.1	TLK2P2		chr10	37818606	37820982	-
HGNC:29445	ENSG00000151963.4	ZNF37CP		chr10	37883594	37884109	+
HGNC:30957	ENSG00000235197.1	ZNF33CP		chr10	37894637	37896666	+
HGNC:13043	ENSG00000175395.16	ZNF25	ENST00000302609.8	chr10	37949573	37976647	-
HGNC:54109	ENSG00000226447.1	ZNF25-DT		chr10	37976825	37992467	+
HGNC:13096	ENSG00000189180.16	ZNF33A	ENST00000432900.7	chr10	38010650	38065088	+
HGNC:47758	ENSG00000252132.1	RNU6-795P		chr10	38043873	38043975	-
HGNC:44976	ENSG00000226086.5	EIF3LP3		chr10	38080056	38080877	-
HGNC:4032	ENSG00000235964.1	FXYD6P2		chr10	38091764	38092051	-
HGNC:13102	ENSG00000075407.19	ZNF37A	ENST00000685332.1	chr10	38094334	38150293	+
